servicio_id;inventario_id;cliente_id;cliente_nombre;tipo_equipo;marca;modelo;plan_id;actividad;fecha_inicio;fecha_fin;horas_servicio;Horas_servicio_HHMM;tecnico;resultado;repuestos_usados;costo_manodeobra_ars;costo_repuestos_ars;costo_total_ars;ubicacion;Repuestos_Usados_Filtro;Ubicacion_Clientes;Tecnicos_Bigtools
SV-002560;EQP-0064;CLI-038;Cliente 038;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-004;Limpieza de mangueras y boquillas;30/4/2024;1/5/2024;27;0h 16min;R. Soto;Observaciones;mangueras:14305;5940;14305;20245;Depósito 4 - Ushuaia;Se_utilizo_repuestos;Ushuaia;Técnico 6: Soto
SV-002561;EQP-0064;CLI-038;Cliente 038;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-004;Limpieza de mangueras y boquillas;5/6/2024;6/6/2024;59;0h 35min;J. Pérez;OK;mangueras:19453;12980;19453;32433;Depósito 4 - Ushuaia;Se_utilizo_repuestos;Ushuaia;Técnico 2: Pérez
SV-002562;EQP-0064;CLI-038;Cliente 038;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-004;Limpieza de mangueras y boquillas;8/4/2024;5/8/2024;59;0h 35min;S. López;OK;mangueras:18853;12980;18853;31833;Depósito 4 - Ushuaia;Se_utilizo_repuestos;Ushuaia;Tecnico 7: López
SV-002563;EQP-0064;CLI-038;Cliente 038;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-004;Limpieza de mangueras y boquillas;27/8/2024;28/8/2024;3;0h 18min;R. Soto;OK;mangueras:11754;6600;11754;18354;Depósito 4 - Ushuaia;Se_utilizo_repuestos;Ushuaia;Técnico 6: Soto
SV-002564;EQP-0064;CLI-038;Cliente 038;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-004;Limpieza de mangueras y boquillas;2027/13/40;24/9/2024;66;0h 40min;S. López;Observaciones;mangueras:16608;14520;16608;31128;Depósito 4 - Ushuaia;Se_utilizo_repuestos;Ushuaia;Tecnico 7: López
SV-002565;EQP-0064;CLI-038;Cliente 038;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-004;Limpieza de mangueras y boquillas;4/11/2024;5/11/2024;34;0h 20min;M. Ruiz;OK;mangueras:12050;7480;12050;19530;Depósito 4 - Ushuaia;Se_utilizo_repuestos;Ushuaia;Técnico 5: Ruiz
SV-002566;EQP-0064;CLI-038;Cliente 038;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-004;Limpieza de mangueras y boquillas;1/12/2024;31/12/1999;6;0h 36min;J. Pérez;OK;mangueras:11181;13200;11181;24381;Depósito 4 - Ushuaia;Se_utilizo_repuestos;Ushuaia;Técnico 2: Pérez
SV-002567;EQP-0064;CLI-038;Cliente 038;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-004;Limpieza de mangueras y boquillas;24/12/2024;25/12/2024;56;0h 34min;J. Pérez;Reparado;Sin_repuestos;12320;0;20475;Depósito 4 - Ushuaia;Sin_repuestos;Ushuaia;Técnico 2: Pérez
SV-002568;EQP-0064;CLI-038;Cliente 038;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-004;Limpieza de mangueras y boquillas;26/1/2025;27/1/2025;37;0h 22min;M. Gómez;OK;mangueras:13506;8140;13506;21646;Depósito 4 - Ushuaia;Se_utilizo_repuestos;Ushuaia;Técnico 4: Gomez M.
SV-002569;EQP-0064;CLI-038;Cliente 038;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-004;Limpieza de mangueras y boquillas;7/3/2025;8/3/2025;49;0h 29min;L. Gómez;Reparado;mangueras:18821;10780;18821;29601;Depósito 4 - Ushuaia;Se_utilizo_repuestos;Ushuaia;Técnico 3: Gómez L.
SV-002570;EQP-0064;CLI-038;Cliente 038;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-004;Limpieza de mangueras y boquillas;25/3/2025;26/3/2025;49;0h 29min;A. Torres;OK;mangueras:7393;10780;7393;18173;Depósito 4 - Ushuaia;Se_utilizo_repuestos;Ushuaia;Técnico 1: Torres
SV-002571;EQP-0064;CLI-038;Cliente 038;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-004;Limpieza de mangueras y boquillas;28/4/2025;29/4/2025;6589;65h 53min;M. Gómez;OK;mangueras:12984;14300;0;27284;Depósito 4 - Ushuaia;Se_utilizo_repuestos;Ushuaia;Técnico 4: Gomez M.
SV-002572;EQP-0064;CLI-038;Cliente 038;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-004;Limpieza de mangueras y boquillas;5/7/2025;6/7/2025;25;0h 15min;L. Gómez;OK;mangueras:7231;5500;7231;12731;Depósito 4 - Ushuaia;Se_utilizo_repuestos;Ushuaia;Técnico 3: Gómez L.
SV-002573;EQP-0064;CLI-038;Cliente 038;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-004;Limpieza de mangueras y boquillas;25/7/2025;26/7/2025;33;0h 20min;M. Ruiz;OK;mangueras:11324;7260;11324;0;Depósito 4 - Ushuaia;Se_utilizo_repuestos;Ushuaia;Técnico 5: Ruiz
SV-002574;EQP-0064;CLI-038;Cliente 038;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-004;Limpieza de mangueras y boquillas;9/5/2025;6/9/2025;56;0h 34min;A. Torres;OK;mangueras:17456;12320;17456;29776;Depósito 4 - Ushuaia;Se_utilizo_repuestos;Ushuaia;Técnico 1: Torres
SV-002575;EQP-0064;CLI-038;Cliente 038;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-004;Limpieza de mangueras y boquillas;27/9/2025;28/9/2025;86;0h 52min;R. Soto;OK;mangueras:9527;18920;0;28447;Depósito 4 - Ushuaia;Se_utilizo_repuestos;Ushuaia;Técnico 6: Soto
SV-002576;EQP-0064;CLI-038;Cliente 038;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-005;Sustitución de filtro de detergente;4/7/2022;5/7/2022;35;0h 21min;A. Torres;Reparado;Sin_repuestos;7700;0;7700;Depósito 4 - Ushuaia;Sin_repuestos;Ushuaia;Técnico 1: Torres
SV-002577;EQP-0064;CLI-038;Cliente 038;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-005;Sustitución de filtro de detergente;31/12/2022;1/1/2023;34;0h 20min;L. Gómez;OK;Sin_repuestos;0;0;0;Depósito 4 - Ushuaia;Sin_repuestos;Ushuaia;Técnico 3: Gómez L.
SV-002578;EQP-0064;CLI-038;Cliente 038;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-005;Sustitución de filtro de detergente;1/7/2023;2/7/2023;6311;63h 7min;R. Soto;Reparado;Sin_repuestos;11880;0;11880;Depósito 4 - Ushuaia;Sin_repuestos;Ushuaia;Técnico 6: Soto
SV-002579;EQP-0064;CLI-038;Cliente 038;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-005;Sustitución de filtro de detergente;1/1/2024;2/1/2024;47;0h 28min;J. Pérez;OK;Sin_repuestos;10340;0;10340;Depósito 4 - Ushuaia;Sin_repuestos;Ushuaia;Técnico 2: Pérez
SV-002580;EQP-0064;CLI-038;Cliente 038;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-005;Sustitución de filtro de detergente;25/6/2024;26/6/2024;53;0h 32min;M. Gómez;Reparado;Sin_repuestos;11660;0;11660;Depósito 4 - Ushuaia;Sin_repuestos;Ushuaia;Técnico 4: Gomez M.
SV-002581;EQP-0064;CLI-038;Cliente 038;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-005;Sustitución de filtro de detergente;24/12/2024;25/12/2024;62;0h 37min;R. Soto;OK;Sin_repuestos;13640;0;13640;Depósito 4 - Ushuaia;Sin_repuestos;Ushuaia;Técnico 6: Soto
SV-002582;EQP-0064;CLI-038;Cliente 038;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-006;Limpieza del sistema de calefacción;30/12/2022;31/12/2022;107;1h 4min;M. Ruiz;OK;Sin_repuestos;23540;0;23540;Depósito 4 - Ushuaia;Sin_repuestos;Ushuaia;Técnico 5: Ruiz
SV-002583;EQP-0064;CLI-038;Cliente 038;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-007;Revisión del sistema eléctrico y termostato;27/12/2021;28/12/2021;12;1h 12min;M. Gómez;OK;Sin_repuestos;26400;0;26400;Depósito 4 - Ushuaia;Sin_repuestos;Ushuaia;Técnico 4: Gomez M.
SV-002584;EQP-0064;CLI-038;Cliente 038;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-007;Revisión del sistema eléctrico y termostato;1/7/2023;8/1/2023;95;0h 57min;M. Ruiz;OK;Sin_repuestos;20900;0;20900;Depósito 4 - Ushuaia;Sin_repuestos;Ushuaia;Técnico 5: Ruiz
SV-002585;EQP-0064;CLI-038;Cliente 038;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-007;Revisión del sistema eléctrico y termostato;24/12/2023;25/12/2023;99;0h 59min;J. Pérez;OK;Sin_repuestos;21780;0;21780;Depósito 4 - Ushuaia;Sin_repuestos;Ushuaia;Técnico 2: Pérez
SV-002586;EQP-0064;CLI-038;Cliente 038;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-007;Revisión del sistema eléctrico y termostato;24/12/2024;25/12/2024;93;0h 56min;A. Torres;OK;Sin_repuestos;20460;0;20460;Depósito 4 - Ushuaia;Sin_repuestos;Ushuaia;Técnico 1: Torres
SV-002587;EQP-0064;CLI-038;Cliente 038;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-008;Cambio de filtro fino de bomba;5/1/2022;6/1/2022;78;0h 47min;R. Soto;OK;Sin_repuestos;17160;0;17160;Depósito 4 - Ushuaia;Sin_repuestos;Ushuaia;Técnico 6: Soto
SV-002588;EQP-0064;CLI-038;Cliente 038;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-008;Cambio de filtro fino de bomba;23/6/2022;24/6/2022;86;0h 52min;J. Pérez;OK;Sin_repuestos;18920;0;18920;Depósito 4 - Ushuaia;Sin_repuestos;Ushuaia;Técnico 2: Pérez
SV-002589;EQP-0064;CLI-038;Cliente 038;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-008;Cambio de filtro fino de bomba;5/1/2023;6/1/2023;65;0h 39min;L. Gómez;OK;Sin_repuestos;14300;0;14300;Depósito 4 - Ushuaia;Sin_repuestos;Ushuaia;Técnico 3: Gómez L.
SV-002590;EQP-0064;CLI-038;Cliente 038;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-008;Cambio de filtro fino de bomba;6/7/2023;7/7/2023;83;0h 50min;M. Gómez;Reparado;Sin_repuestos;18260;0;18260;Depósito 4 - Ushuaia;Sin_repuestos;Ushuaia;Técnico 4: Gomez M.
SV-002591;EQP-0064;CLI-038;Cliente 038;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-008;Cambio de filtro fino de bomba;29/12/2023;30/12/2023;81;0h 49min;A. Torres;Reparado;Sin_repuestos;0;0;17820;Depósito 4 - Ushuaia;Sin_repuestos;Ushuaia;Técnico 1: Torres
SV-002592;EQP-0064;CLI-038;Cliente 038;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-008;Cambio de filtro fino de bomba;23/6/2024;24/6/2024;52;0h 31min;L. Gómez;Reparado;Sin_repuestos;11440;0;0;Depósito 4 - Ushuaia;Sin_repuestos;Ushuaia;Técnico 3: Gómez L.
SV-002593;EQP-0064;CLI-038;Cliente 038;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-008;Cambio de filtro fino de bomba;31/12/2024;1/1/2025;8;0h 48min;M. Gómez;OK;Sin_repuestos;17600;0;17600;Depósito 4 - Ushuaia;Sin_repuestos;Ushuaia;Técnico 4: Gomez M.
SV-002594;EQP-0064;CLI-038;Cliente 038;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-008;Cambio de filtro fino de bomba;27/6/2025;28/6/2025;61;0h 37min;M. Ruiz;Observaciones;Sin_repuestos;13420;0;13420;Depósito 4 - Ushuaia;Sin_repuestos;Ushuaia;Técnico 5: Ruiz
SV-002595;EQP-0064;CLI-038;Cliente 038;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-009;Revisión del quemador y válvula de seguridad;29/12/2021;30/12/2021;89;0h 53min;J. Pérez;Reparado;Sin_repuestos;19580;0;19580;Depósito 4 - Ushuaia;Sin_repuestos;Ushuaia;Técnico 2: Pérez
SV-002596;EQP-0064;CLI-038;Cliente 038;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-009;Revisión del quemador y válvula de seguridad;1/7/2022;2/7/2022;99;0h 59min;M. Gómez;OK;Sin_repuestos;21780;0;21780;Depósito 4 - Ushuaia;Sin_repuestos;Ushuaia;Técnico 4: Gomez M.
SV-002597;EQP-0064;CLI-038;Cliente 038;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-009;Revisión del quemador y válvula de seguridad;5/7/2023;6/7/2023;129;1h 17min;M. Gómez;OK;Sin_repuestos;28380;0;28380;Depósito 4 - Ushuaia;Sin_repuestos;Ushuaia;Técnico 4: Gomez M.
SV-002598;EQP-0064;CLI-038;Cliente 038;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-009;Revisión del quemador y válvula de seguridad;2/1/2024;3/1/2024;93;0h 56min;M. Gómez;Reparado;Sin_repuestos;20460;0;20460;Depósito 4 - Ushuaia;Sin_repuestos;Ushuaia;Técnico 4: Gomez M.
SV-002599;EQP-0064;CLI-038;Cliente 038;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-009;Revisión del quemador y válvula de seguridad;24/6/2024;25/6/2024;128;1h 17min;A. Torres;OK;Sin_repuestos;0;0;28160;Depósito 4 - Ushuaia;Sin_repuestos;Ushuaia;Técnico 1: Torres
SV-002600;EQP-0064;CLI-038;Cliente 038;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-009;Revisión del quemador y válvula de seguridad;24/12/2024;2027/13/40;113;1h 8min;M. Gómez;Reparado;Sin_repuestos;24860;0;24860;Depósito 4 - Ushuaia;Sin_repuestos;Ushuaia;Técnico 4: Gomez M.
SV-002601;EQP-0064;CLI-038;Cliente 038;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-010;Limpieza de tanque de detergente y prueba general;7/1/2022;8/1/2022;62;0h 37min;R. Soto;OK;Sin_repuestos;13640;0;13640;Depósito 4 - Ushuaia;Sin_repuestos;Ushuaia;Técnico 6: Soto
SV-002602;EQP-0064;CLI-038;Cliente 038;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-010;Limpieza de tanque de detergente y prueba general;31/12/2022;1/1/2023;79;0h 47min;A. Torres;OK;Sin_repuestos;17380;0;17380;Depósito 4 - Ushuaia;Sin_repuestos;Ushuaia;Técnico 1: Torres
SV-002603;EQP-0064;CLI-038;Cliente 038;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;KH-010;Limpieza de tanque de detergente y prueba general;31/12/2023;1/1/2024;67;0h 40min;A. Torres;OK;Sin_repuestos;14740;0;14740;Depósito 4 - Ushuaia;Sin_repuestos;Ushuaia;Técnico 1: Torres
SV-002604;EQP-0065;CLI-038;Cliente 038;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-001;Cambio de aceite y filtro;31/8/2022;1/9/2022;19;1h 54min;J. Pérez;Reparado;"aceite:32864; filtro_aceite:17304";57000;50168;107168;Taller 4 - Río Grande;Se_utilizo_repuestos;Río Grande;Técnico 2: Pérez
SV-002605;EQP-0065;CLI-038;Cliente 038;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-001;Cambio de aceite y filtro;3/3/2023;4/3/2023;134;1h 20min;M. Ruiz;OK;"aceite:32484; filtro_aceite:12295";40200;44779;84979;Taller 4 - Río Grande;Se_utilizo_repuestos;Río Grande;Técnico 5: Ruiz
SV-002606;EQP-0065;CLI-038;Cliente 038;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-001;Cambio de aceite y filtro;25/8/2023;26/8/2023;158;1h 35min;A. Torres;OK;"aceite:16765; filtro_aceite:17342";47400;34107;81507;Taller 4 - Río Grande;Se_utilizo_repuestos;Río Grande;Técnico 1: Torres
SV-002607;EQP-0065;CLI-038;Cliente 038;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-001;Cambio de aceite y filtro;28/2/2024;29/2/2024;101;1h 1min;L. Gómez;Observaciones;"aceite:21112; filtro_aceite:12339";30300;33451;0;Taller 4 - Río Grande;Se_utilizo_repuestos;Río Grande;Técnico 3: Gómez L.
SV-002608;EQP-0065;CLI-038;Cliente 038;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-001;Cambio de aceite y filtro;31/8/2024;1/9/2024;166;1h 40min;L. Gómez;Observaciones;"aceite:32079; filtro_aceite:9742";49800;41821;91621;Taller 4 - Río Grande;Se_utilizo_repuestos;Río Grande;Técnico 3: Gómez L.
SV-002609;EQP-0065;CLI-038;Cliente 038;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-001;Cambio de aceite y filtro;6/3/2025;7/3/2025;97;0h 58min;S. López;OK;"aceite:25627; filtro_aceite:11187";29100;36814;65914;Taller 4 - Río Grande;Se_utilizo_repuestos;Río Grande;Tecnico 7: López
SV-002610;EQP-0065;CLI-038;Cliente 038;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-001;Cambio de aceite y filtro;5/9/2025;31/12/1999;169;1h 41min;M. Ruiz;Observaciones;"aceite:24625; filtro_aceite:11593";50700;36218;86918;Taller 4 - Río Grande;Se_utilizo_repuestos;Río Grande;Técnico 5: Ruiz
SV-002611;EQP-0065;CLI-038;Cliente 038;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-002;Limpieza o reemplazo de filtro de aire;6/9/2024;7/9/2024;-3171;-31h -43min;A. Torres;OK;filtro_aire:13818;0;13818;41118;Taller 4 - Río Grande;Se_utilizo_repuestos;Río Grande;Técnico 1: Torres
SV-002612;EQP-0065;CLI-038;Cliente 038;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-003;Revisión de bujías y electrodos;1/9/2022;2027/13/40;106;1h 4min;M. Gómez;Reparado;bujias:15877;31800;15877;47677;Taller 4 - Río Grande;Se_utilizo_repuestos;Río Grande;Técnico 4: Gomez M.
SV-002613;EQP-0065;CLI-038;Cliente 038;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-003;Revisión de bujías y electrodos;6/9/2023;7/9/2023;91;0h 55min;J. Pérez;OK;bujias:8856;27300;8856;36156;Taller 4 - Río Grande;Se_utilizo_repuestos;Río Grande;Técnico 2: Pérez
SV-002614;EQP-0065;CLI-038;Cliente 038;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-003;Revisión de bujías y electrodos;30/8/2024;31/8/2024;88;0h 53min;L. Gómez;OK;bujias:15096;26400;15096;41496;Taller 4 - Río Grande;Se_utilizo_repuestos;Río Grande;Técnico 3: Gómez L.
SV-002615;EQP-0065;CLI-038;Cliente 038;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-004;Comprobación de batería y cargador;26/8/2022;27/8/2022;8755;87h 33min;A. Torres;OK;Sin_repuestos;23400;0;23400;Taller 4 - Río Grande;Sin_repuestos;Río Grande;Técnico 1: Torres
SV-002616;EQP-0065;CLI-038;Cliente 038;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-004;Comprobación de batería y cargador;24/2/2023;25/2/2023;8;0h 48min;A. Torres;Reparado;Sin_repuestos;24000;0;24000;Taller 4 - Río Grande;Sin_repuestos;Río Grande;Técnico 1: Torres
SV-002617;EQP-0065;CLI-038;Cliente 038;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-004;Comprobación de batería y cargador;30/8/2023;31/8/2023;56;0h 34min;M. Gómez;OK;Sin_repuestos;16800;0;16800;Taller 4 - Río Grande;Sin_repuestos;Río Grande;Técnico 4: Gomez M.
SV-002618;EQP-0065;CLI-038;Cliente 038;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-004;Comprobación de batería y cargador;3/12/2023;2027/13/40;75;0h 45min;A. Torres;Reparado;Sin_repuestos;22500;0;22500;Taller 4 - Río Grande;Sin_repuestos;Río Grande;Técnico 1: Torres
SV-002619;EQP-0065;CLI-038;Cliente 038;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-004;Comprobación de batería y cargador;6/3/2024;7/3/2024;54;0h 32min;L. Gómez;Reparado;Sin_repuestos;16200;0;16200;Taller 4 - Río Grande;Sin_repuestos;Río Grande;Técnico 3: Gómez L.
SV-002620;EQP-0065;CLI-038;Cliente 038;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-004;Comprobación de batería y cargador;6/7/2024;8/6/2024;51;0h 31min;M. Gómez;OK;Sin_repuestos;15300;0;15300;Taller 4 - Río Grande;Sin_repuestos;Río Grande;Técnico 4: Gomez M.
SV-002621;EQP-0065;CLI-038;Cliente 038;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-004;Comprobación de batería y cargador;23/11/2024;2027/13/40;6;0h 36min;M. Ruiz;OK;Sin_repuestos;18000;0;0;Taller 4 - Río Grande;Sin_repuestos;Río Grande;Técnico 5: Ruiz
SV-002622;EQP-0065;CLI-038;Cliente 038;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-004;Comprobación de batería y cargador;7/3/2025;8/3/2025;54;0h 32min;R. Soto;Reparado;Sin_repuestos;16200;0;16200;Taller 4 - Río Grande;Sin_repuestos;Río Grande;Técnico 6: Soto
SV-002623;EQP-0065;CLI-038;Cliente 038;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-004;Comprobación de batería y cargador;2/6/2025;3/6/2025;35;0h 21min;J. Pérez;OK;Sin_repuestos;10500;0;10500;Taller 4 - Río Grande;Sin_repuestos;Río Grande;Técnico 2: Pérez
SV-002624;EQP-0065;CLI-038;Cliente 038;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-005;Verificación de válvulas y ajuste de luz;31/8/2022;1/9/2022;91;0h 55min;R. Soto;Reparado;Sin_repuestos;27300;0;27300;Taller 4 - Río Grande;Sin_repuestos;Río Grande;Técnico 6: Soto
SV-002625;EQP-0065;CLI-038;Cliente 038;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-005;Verificación de válvulas y ajuste de luz;3/9/2024;4/9/2024;126;1h 16min;L. Gómez;OK;Sin_repuestos;37800;0;37800;Taller 4 - Río Grande;Sin_repuestos;Río Grande;Técnico 3: Gómez L.
SV-002626;EQP-0065;CLI-038;Cliente 038;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-006;Prueba de carga en modo manual;25/8/2022;26/8/2022;87;0h 52min;J. Pérez;Reparado;Sin_repuestos;26100;0;26100;Taller 4 - Río Grande;Sin_repuestos;Río Grande;Técnico 2: Pérez
SV-002627;EQP-0065;CLI-038;Cliente 038;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-006;Prueba de carga en modo manual;6/3/2023;7/3/2023;79;0h 47min;A. Torres;Reparado;Sin_repuestos;23700;0;0;Taller 4 - Río Grande;Sin_repuestos;Río Grande;Técnico 1: Torres
SV-002628;EQP-0065;CLI-038;Cliente 038;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-006;Prueba de carga en modo manual;24/5/2023;25/5/2023;74;0h 44min;R. Soto;OK;Sin_repuestos;22200;0;22200;Taller 4 - Río Grande;Sin_repuestos;Río Grande;Técnico 6: Soto
SV-002629;EQP-0065;CLI-038;Cliente 038;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-006;Prueba de carga en modo manual;1/12/2023;2/12/2023;42;0h 25min;J. Pérez;OK;Sin_repuestos;12600;0;12600;Taller 4 - Río Grande;Sin_repuestos;Río Grande;Técnico 2: Pérez
SV-002630;EQP-0065;CLI-038;Cliente 038;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-006;Prueba de carga en modo manual;2/6/2024;3/6/2024;98;0h 59min;M. Ruiz;OK;Sin_repuestos;29400;0;29400;Taller 4 - Río Grande;Sin_repuestos;Río Grande;Técnico 5: Ruiz
SV-002631;EQP-0065;CLI-038;Cliente 038;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-006;Prueba de carga en modo manual;6/12/2024;7/12/2024;-8431;-84h -19min;M. Gómez;Observaciones;Sin_repuestos;28500;0;28500;Taller 4 - Río Grande;Sin_repuestos;Río Grande;Técnico 4: Gomez M.
SV-002632;EQP-0065;CLI-038;Cliente 038;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-006;Prueba de carga en modo manual;4/3/2025;5/3/2025;57;0h 34min;A. Torres;OK;Sin_repuestos;17100;0;17100;Taller 4 - Río Grande;Sin_repuestos;Río Grande;Técnico 1: Torres
SV-002633;EQP-0065;CLI-038;Cliente 038;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-006;Prueba de carga en modo manual;27/5/2025;28/5/2025;87;0h 52min;A. Torres;OK;Sin_repuestos;26100;0;26100;Taller 4 - Río Grande;Sin_repuestos;Río Grande;Técnico 1: Torres
SV-002634;EQP-0065;CLI-038;Cliente 038;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-007;Limpieza de compartimiento y protección anticorrosión;5/9/2023;31/12/1999;61;0h 37min;L. Gómez;OK;Sin_repuestos;18300;0;18300;Taller 4 - Río Grande;Sin_repuestos;Río Grande;Técnico 3: Gómez L.
SV-002635;EQP-0065;CLI-038;Cliente 038;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-007;Limpieza de compartimiento y protección anticorrosión;6/9/2024;9/7/2024;89;0h 53min;L. Gómez;OK;Sin_repuestos;26700;0;26700;Taller 4 - Río Grande;Sin_repuestos;Río Grande;Técnico 3: Gómez L.
SV-002636;EQP-0065;CLI-038;Cliente 038;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-007;Limpieza de compartimiento y protección anticorrosión;29/8/2025;30/8/2025;75;0h 45min;A. Torres;Reparado;Sin_repuestos;22500;0;22500;Taller 4 - Río Grande;Sin_repuestos;Río Grande;Técnico 1: Torres
SV-002637;EQP-0065;CLI-038;Cliente 038;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-008;Verificación de sistema de arranque automático;2027/13/40;3/3/2023;25;0h 15min;M. Ruiz;Reparado;Sin_repuestos;7500;0;7500;Taller 4 - Río Grande;Sin_repuestos;Río Grande;Técnico 5: Ruiz
SV-002638;EQP-0065;CLI-038;Cliente 038;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-008;Verificación de sistema de arranque automático;27/8/2023;28/8/2023;11394;113h 56min;M. Gómez;OK;Sin_repuestos;0;0;16200;Taller 4 - Río Grande;Sin_repuestos;Río Grande;Técnico 4: Gomez M.
SV-002639;EQP-0065;CLI-038;Cliente 038;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-008;Verificación de sistema de arranque automático;2/3/2024;3/3/2024;38;0h 23min;A. Torres;Reparado;Sin_repuestos;11400;0;11400;Taller 4 - Río Grande;Sin_repuestos;Río Grande;Técnico 1: Torres
