inventario_id;cliente_id;cliente_nombre;tipo_equipo;marca;modelo;fecha_lectura;horometro_h;ubicacion;ciudad;localidad;fecha_lectura_normalizada
EQP-0096;CLI-048;Cliente 048;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;1/9/2025;1170;Planta 5 - Ushuaia;Ushuaia;Planta 5;1-sept-25
EQP-0023;CLI-041;Cliente 041;Motor Cummins;Cummins;QSB 4.5;1/9/2025 00:00;76454;Planta 5 - Ushuaia;Ushuaia;Planta 5;1-sept-25
EQP-0079;CLI-014;Cliente 014;Motor Cummins;Cummins;QSB 6.7;1/9/2025 00:00;805;Taller 2 - Tolhuin;Tolhuin;Taller 2;1-sept-25
EQP-0067;CLI-005;Cliente 005;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;1/9/2025 00:00;4205;Sucursal 3 - Río Grande;Río Grande;Sucursal 3;1-sept-25
EQP-0008;CLI-023;Cliente 023;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;1/9/2025 00:00;6634;Sucursal 4 - Río Grande;Río Grande;Sucursal 4;1-sept-25
EQP-0048;CLI-001;Cliente 001;Generador Generac Guardian;Generac;Guardian 8 kVA (50Hz);1/9/2025 00:00;526;Planta 3 - Tolhuin;Tolhuin;Planta 3;1-sept-25
EQP-0056;CLI-011;Cliente 011;Motor Cummins;Cummins;QSB 6.7;1/9/2025 00:00;432;Obra 2 - Tolhuin;Tolhuin;Obra 2;1-sept-25
EQP-0009;CLI-009;Cliente 009;Generador Generac Guardian;Generac;Guardian 10 kVA (50Hz);1/9/2025 00:00;3065;Oficina 5 - Río Grande;Río Grande;Oficina 5;1-sept-25
EQP-0079;CLI-014;Cliente 014;Motor Cummins;Cummins;QSB 6.7;1/9/2025 00:00;805;Taller 2 - Río Grande;Río Grande;Taller 2;1-sept-25
EQP-0071;CLI-030;Cliente 030;Motor Cummins;Cummins;QSB 6.7;1/9/2025 00:00;1083;Taller 5 - Río Grande;Río Grande;Taller 5;1-sept-25
EQP-0010;CLI-030;Cliente 030;Motor Cummins;Cummins;QSB 6.7;1/9/2025 00:00;215;Taller 4 - Ushuaia;Ushuaia;Taller 4;1-sept-25
EQP-0078;CLI-005;Cliente 005;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;1/9/2025 00:00;78;Planta 3 - Ushuaia;Ushuaia;Planta 3;1-sept-25
EQP-0005;CLI-001;Cliente 001;Motor Cummins;Cummins;QSB 6.7;1/9/2025;633;Oficina 2 - Tolhuin;Tolhuin;Oficina 2;1-sept-25
EQP-0052;CLI-016;Cliente 016;Motor Cummins;Cummins;QSB 4.5;1/9/2025 00:00;41859;Taller 1 - Ushuaia;Ushuaia;Taller 1;1-sept-25
EQP-0086;CLI-014;Cliente 014;Motor Cummins;Cummins;QSB 6.7;1/9/2025 00:00;790;Planta 4 - Río Grande;Río Grande;Planta 4;1-sept-25
EQP-0029;CLI-013;Cliente 013;Generador Generac Guardian;Generac;Guardian 8 kVA (50Hz);1/10/2025 00:00;1672;Depósito 5 - Ushuaia;Ushuaia;Depósito 5;1-oct-25
EQP-0096;CLI-048;Cliente 048;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;1/10/2025 00:00;84486;Planta 5 - Tolhuin;Tolhuin;Planta 5;1-oct-25
EQP-0048;CLI-001;Cliente 001;Generador Generac Guardian;Generac;Guardian 8 kVA (50Hz);1/10/2025 00:00;554;Planta 3 - Ushuaia;Ushuaia;Planta 3;1-oct-25
EQP-0005;CLI-001;Cliente 001;Motor Cummins;Cummins;QSB 6.7;1/10/2025 00:00;678;Oficina 2 - Tolhuin;Tolhuin;Oficina 2;1-oct-25
EQP-0071;CLI-030;Cliente 030;Motor Cummins;Cummins;QSB 6.7;1/10/2025 00:00;1154;Taller 5 - Tolhuin;Tolhuin;Taller 5;1-oct-25
EQP-0010;CLI-030;Cliente 030;Motor Cummins;Cummins;QSB 6.7;1/10/2025 00:00;256;Taller 4 - Tolhuin;Tolhuin;Taller 4;1-oct-25
EQP-0096;CLI-048;Cliente 048;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;1/10/2025 00:00;1263;Planta 5 - Ushuaia;Ushuaia;Planta 5;1-oct-25
EQP-0009;CLI-009;Cliente 009;Generador Generac Guardian;Generac;Guardian 10 kVA (50Hz);1/10/2025 00:00;3140;Oficina 5 - Río Grande;Río Grande;Oficina 5;1-oct-25
EQP-0086;CLI-014;Cliente 014;Motor Cummins;Cummins;QSB 6.7;1/10/2025 00:00;812;Planta 4 - Río Grande;Río Grande;Planta 4;1-oct-25
EQP-0078;CLI-005;Cliente 005;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;1/10/2025 00:00;838;Planta 3 - Tolhuin;Tolhuin;Planta 3;1-oct-25
EQP-0029;CLI-013;Cliente 013;Generador Generac Guardian;Generac;Guardian 8 kVA (50Hz);1/10/2025;1672;Depósito 5 - Tolhuin;Tolhuin;Depósito 5;1-oct-25
EQP-0079;CLI-014;Cliente 014;Motor Cummins;Cummins;QSB 6.7;1/10/2025 00:00;100716;Taller 2 - Río Grande;Río Grande;Taller 2;1-oct-25
EQP-0023;CLI-041;Cliente 041;Motor Cummins;Cummins;QSB 4.5;1/10/2025 00:00;1592;Planta 5 - Ushuaia;Ushuaia;Planta 5;1-oct-25
EQP-0008;CLI-023;Cliente 023;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;1/10/2025 00:00;6810;Sucursal 4 - Río Grande;Río Grande;Sucursal 4;1-oct-25
EQP-0067;CLI-005;Cliente 005;Hidrolavadora Karcher;Kärcher;HDS 9/18-4 M;1/10/2025;4317;Sucursal 3 - Tolhuin;Tolhuin;Sucursal 3;1-oct-25
EQP-0052;CLI-016;Cliente 016;Motor Cummins;Cummins;QSB 4.5;1/10/2025 00:00;795;Taller 1 - Tolhuin;Tolhuin;Taller 1;1-oct-25
EQP-0023;CLI-041;Cliente 041;Motor Cummins;Cummins;QSB 4.5;1/10/2025 00:00;1592;Planta 5 - Ushuaia;Ushuaia;Planta 5;1-oct-25
EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);1/1/2022 00:00;114;Taller 5 - Tolhuin;Tolhuin;Taller 5;1-ene-22
EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);1/2/2022 00:00;145;Taller 5 - Ushuaia;Ushuaia;Taller 5;1-feb-22
EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);1/3/2022 00:00;179;Taller 5 - Río Grande;Río Grande;Taller 5;1-mar-22
EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);1/4/2022 00:00;224;Taller 5 - Río Grande;Río Grande;Taller 5;1-abr-22
EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);1/5/2022;316;Taller 5 - Tolhuin;Tolhuin;Taller 5;1-may-22
EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);1/7/2022 00:00;471;Taller 5 - Río Grande;Río Grande;Taller 5;1-jul-22
EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);1/8/2022 00:00;558;Taller 5 - Río Grande;Río Grande;Taller 5;1-ago-22
EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);1/10/2022 00:00;668;Taller 5 - Río Grande;Río Grande;Taller 5;1-oct-22
EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);1/11/2022 00:00;718;Taller 5 - Tolhuin;Tolhuin;Taller 5;1-nov-22
EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);1/12/2022 00:00;759;Taller 2 - Río Grande;Río Grande;Taller 2;1-dic-22
EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);1/1/2023 00:00;783;Taller 5 - Río Grande;Río Grande;Taller 5;1-ene-23
EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);1/3/2023 00:00;969;Taller 5 - Ushuaia;Ushuaia;Taller 5;1-mar-23
EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);1/4/2023 00:00;1035;Taller 5 - Río Grande;Río Grande;Taller 5;1-abr-23
EQP-0090;CLI-024;Cliente 024;Motor Cummins;Cummins;QSB 4.5;1/4/2023 00:00;111;Sucursal 4 - Ushuaia;Ushuaia;Sucursal 4;1-abr-23
EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);1/5/2023;1124;Taller 5 - Ushuaia;Ushuaia;Taller 5;1-may-23
EQP-0090;CLI-024;Cliente 024;Motor Cummins;Cummins;QSB 4.5;1/5/2023 00:00;158;Sucursal 4 - Tolhuin;Tolhuin;Sucursal 4;1-may-23
EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);1/6/2023 00:00;1157;Obra 4 - Río Grande;Río Grande;Obra 4;1-jun-23
EQP-0090;CLI-024;Cliente 024;Motor Cummins;Cummins;QSB 4.5;1/6/2023 00:00;225;Sucursal 4 - Tolhuin;Tolhuin;Sucursal 4;1-jun-23
EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);1/7/2023 00:00;1208;Taller 5 - Tolhuin;Tolhuin;Taller 5;1-jul-23
EQP-0090;CLI-024;Cliente 024;Motor Cummins;Cummins;QSB 4.5;1/7/2023 00:00;30;Sucursal 4 - Río Grande;Río Grande;Sucursal 4;1-jul-23
EQP-0090;CLI-024;Cliente 024;Motor Cummins;Cummins;QSB 4.5;1/8/2023 00:00;396;Oficina 4 - Ushuaia;Ushuaia;Oficina 4;1-ago-23
EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);1/8/2023 00:00;1281;Taller 5 - Tolhuin;Tolhuin;Taller 5;1-ago-23
EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);1/9/2023 00:00;1334;Taller 5 - Tolhuin;Tolhuin;Taller 5;1-sept-23
EQP-0090;CLI-024;Cliente 024;Motor Cummins;Cummins;QSB 4.5;1/9/2023 00:00;434;Sucursal 4 - Río Grande;Río Grande;Sucursal 4;1-sept-23
EQP-0090;CLI-024;Cliente 024;Motor Cummins;Cummins;QSB 4.5;1/10/2023 00:00;480;Sucursal 4 - Tolhuin;Tolhuin;Sucursal 4;1-oct-23
EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);1/10/2023 00:00;1384;Taller 5 - Río Grande;Río Grande;Taller 5;1-oct-23
EQP-0090;CLI-024;Cliente 024;Motor Cummins;Cummins;QSB 4.5;1/11/2023 00:00;32275;Sucursal 4 - Tolhuin;Tolhuin;Sucursal 4;1-nov-23
EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);1/11/2023 00:00;1436;Taller 5 - Ushuaia;Ushuaia;Taller 5;1-nov-23
EQP-0090;CLI-024;Cliente 024;Motor Cummins;Cummins;QSB 4.5;1/12/2023;586;Sucursal 4 - Tolhuin;Tolhuin;Sucursal 4;1-dic-23
EQP-0090;CLI-024;Cliente 024;Motor Cummins;Cummins;QSB 4.5;1/1/2024 00:00;35232;Sucursal 4 - Río Grande;Río Grande;Sucursal 4;1-ene-24
EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);1/1/2024;1620;Taller 5 - Ushuaia;Ushuaia;Taller 5;1-ene-24
EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);1/2/2024;1720;Taller 5 - Río Grande;Río Grande;Taller 5;1-feb-24
EQP-0090;CLI-024;Cliente 024;Motor Cummins;Cummins;QSB 4.5;1/2/2024 00:00;681;Sucursal 4 - Tolhuin;Tolhuin;Sucursal 4;1-feb-24
EQP-0090;CLI-024;Cliente 024;Motor Cummins;Cummins;QSB 4.5;1/3/2024 00:00;775;Sucursal 4 - Tolhuin;Tolhuin;Sucursal 4;1-mar-24
EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);1/3/2024 00:00;1744;Taller 5 - Tolhuin;Tolhuin;Taller 5;1-mar-24
EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);1/3/2024 00:00;1744;Taller 5 - Río Grande;Río Grande;Taller 5;1-mar-24
EQP-0090;CLI-024;Cliente 024;Motor Cummins;Cummins;QSB 4.5;1/4/2024;875;Sucursal 4 - Río Grande;Río Grande;Sucursal 4;1-abr-24
EQP-0090;CLI-024;Cliente 024;Motor Cummins;Cummins;QSB 4.5;1/4/2024 00:00;875;Sucursal 4 - Ushuaia;Ushuaia;Sucursal 4;1-abr-24
EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);1/4/2024 00:00;1844;Taller 5 - Tolhuin;Tolhuin;Taller 5;1-abr-24
EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);1/5/2024 00:00;1874;Taller 5 - Tolhuin;Tolhuin;Taller 5;1-may-24
EQP-0090;CLI-024;Cliente 024;Motor Cummins;Cummins;QSB 4.5;1/5/2024 00:00;94;Depósito 1 - Ushuaia;Ushuaia;Depósito 1;1-may-24
EQP-0090;CLI-024;Cliente 024;Motor Cummins;Cummins;QSB 4.5;1/6/2024 00:00;1035;Sucursal 4 - Ushuaia;Ushuaia;Sucursal 4;1-jun-24
EQP-0090;CLI-024;Cliente 024;Motor Cummins;Cummins;QSB 4.5;1/7/2024 00:00;113;Sucursal 4 - Río Grande;Río Grande;Sucursal 4;1-jul-24
EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);1/7/2024 00:00;1966;Taller 5 - Ushuaia;Ushuaia;Taller 5;1-jul-24
EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);1/8/2024 00:00;1991;Taller 5 - Tolhuin;Tolhuin;Taller 5;1-ago-24
EQP-0090;CLI-024;Cliente 024;Motor Cummins;Cummins;QSB 4.5;1/8/2024 00:00;122;Oficina 3 - Tolhuin;Tolhuin;Oficina 3;1-ago-24
EQP-0090;CLI-024;Cliente 024;Motor Cummins;Cummins;QSB 4.5;1/9/2024 00:00;1286;Sucursal 4 - Ushuaia;Ushuaia;Sucursal 4;1-sept-24
EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);1/9/2024 00:00;2083;Taller 5 - Ushuaia;Ushuaia;Taller 5;1-sept-24
EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);1/10/2024 00:00;2143;Taller 5 - Tolhuin;Tolhuin;Taller 5;1-oct-24
EQP-0090;CLI-024;Cliente 024;Motor Cummins;Cummins;QSB 4.5;1/10/2024 00:00;56686;Sucursal 4 - Río Grande;Río Grande;Sucursal 4;1-oct-24
EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);1/11/2024 00:00;2231;Taller 5 - Tolhuin;Tolhuin;Taller 5;1-nov-24
EQP-0090;CLI-024;Cliente 024;Motor Cummins;Cummins;QSB 4.5;1/12/2024 00:00;150;Taller 1 - Río Grande;Río Grande;Taller 1;1-dic-24
EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);1/1/2025 00:00;2303;Taller 5 - Río Grande;Río Grande;Taller 5;1-ene-25
EQP-0090;CLI-024;Cliente 024;Motor Cummins;Cummins;QSB 4.5;1/1/2025;1587;Oficina 1 - Ushuaia;Ushuaia;Oficina 1;1-ene-25
EQP-0090;CLI-024;Cliente 024;Motor Cummins;Cummins;QSB 4.5;1/1/2025 00:00;1587;Sucursal 4 - Tolhuin;Tolhuin;Sucursal 4;1-ene-25
EQP-0090;CLI-024;Cliente 024;Motor Cummins;Cummins;QSB 4.5;7/1/2025;1982;Sucursal 4 - Tolhuin;Tolhuin;Sucursal 4;7-ene-25
EQP-0090;CLI-024;Cliente 024;Motor Cummins;Cummins;QSB 4.5;1/2/2025 00:00;1648;Sucursal 4 - Ushuaia;Ushuaia;Sucursal 4;1-feb-25
EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);1/3/2025 00:00;44325;Taller 5 - Río Grande;Río Grande;Taller 5;1-mar-25
EQP-0090;CLI-024;Cliente 024;Motor Cummins;Cummins;QSB 4.5;1/4/2025 00:00;1767;Sucursal 4 - Tolhuin;Tolhuin;Sucursal 4;1-abr-25
EQP-0090;CLI-024;Cliente 024;Motor Cummins;Cummins;QSB 4.5;1/5/2025;1868;Sucursal 4 - Ushuaia;Ushuaia;Sucursal 4;1-may-25
EQP-0090;CLI-024;Cliente 024;Motor Cummins;Cummins;QSB 4.5;1/6/2025 00:00;1941;Sucursal 4 - Tolhuin;Tolhuin;Sucursal 4;1-jun-25
EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);1/6/2025 00:00;2675;Taller 5 - Ushuaia;Ushuaia;Taller 5;1-jun-25
EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);1/7/2025 00:00;2738;Taller 5 - Tolhuin;Tolhuin;Taller 5;1-jul-25
EQP-0090;CLI-024;Cliente 024;Motor Cummins;Cummins;QSB 4.5;1/8/2025 00:00;2083;Sucursal 4 - Río Grande;Río Grande;Sucursal 4;1-ago-25
EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);1/9/2025 00:00;2928;Taller 5 - Ushuaia;Ushuaia;Taller 5;1-sept-25
EQP-0090;CLI-024;Cliente 024;Motor Cummins;Cummins;QSB 4.5;1/9/2025 00:00;2126;Sucursal 4 - Ushuaia;Ushuaia;Sucursal 4;1-sept-25
EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);1/9/2025 00:00;2928;Taller 5 - Ushuaia;Ushuaia;Taller 5;1-sept-25
EQP-0050;CLI-024;Cliente 024;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);1/10/2025;3025;Taller 5 - Ushuaia;Ushuaia;Taller 5;1-oct-25
EQP-0090;CLI-024;Cliente 024;Motor Cummins;Cummins;QSB 4.5;1/10/2025 00:00;2192;Sucursal 4 - Río Grande;Río Grande;Sucursal 4;1-oct-25
EQP-0037;CLI-032;Cliente 032;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);1/1/2022 00:00;152;Obra 3 - Río Grande;Río Grande;Obra 3;1-ene-22
EQP-0037;CLI-032;Cliente 032;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);1/1/2022 00:00;152;Obra 3 - Tolhuin;Tolhuin;Obra 3;1-ene-22
EQP-0037;CLI-032;Cliente 032;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);11/1/2022;902;Obra 3 - Río Grande;Río Grande;Obra 3;11-ene-22
EQP-0037;CLI-032;Cliente 032;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);1/2/2022 00:00;88701;Obra 3 - Tolhuin;Tolhuin;Obra 3;1-feb-22
EQP-0037;CLI-032;Cliente 032;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);1/3/2022 00:00;347;Obra 3 - Ushuaia;Ushuaia;Obra 3;1-mar-22
EQP-0037;CLI-032;Cliente 032;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);1/4/2022 00:00;375;Obra 3 - Río Grande;Río Grande;Obra 3;1-abr-22
EQP-0037;CLI-032;Cliente 032;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);1/5/2022 00:00;451;Obra 3 - Tolhuin;Tolhuin;Obra 3;1-may-22
EQP-0037;CLI-032;Cliente 032;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);1/6/2022 00:00;480;Obra 3 - Ushuaia;Ushuaia;Obra 3;1-jun-22
EQP-0037;CLI-032;Cliente 032;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);1/7/2022 00:00;578;Obra 3 - Río Grande;Río Grande;Obra 3;1-jul-22
EQP-0037;CLI-032;Cliente 032;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);1/9/2022 00:00;773;Obra 3 - Río Grande;Río Grande;Obra 3;1-sept-22
EQP-0037;CLI-032;Cliente 032;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);1/10/2022 00:00;874;Obra 3 - Tolhuin;Tolhuin;Obra 3;1-oct-22
EQP-0037;CLI-032;Cliente 032;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);1/12/2022 00:00;997;Obra 3 - Tolhuin;Tolhuin;Obra 3;1-dic-22
EQP-0037;CLI-032;Cliente 032;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);1/1/2023 00:00;86919;Obra 3 - Tolhuin;Tolhuin;Obra 3;1-ene-23
EQP-0037;CLI-032;Cliente 032;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);7/1/2023;1723;Obra 3 - Río Grande;Río Grande;Obra 3;7-ene-23
EQP-0037;CLI-032;Cliente 032;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);1/2/2023 00:00;1168;Obra 3 - Tolhuin;Tolhuin;Obra 3;1-feb-23
EQP-0037;CLI-032;Cliente 032;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);1/3/2023 00:00;1271;Obra 3 - Ushuaia;Ushuaia;Obra 3;1-mar-23
EQP-0037;CLI-032;Cliente 032;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);1/4/2023 00:00;1387;Obra 3 - Tolhuin;Tolhuin;Obra 3;1-abr-23
EQP-0037;CLI-032;Cliente 032;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);1/5/2023 00:00;1493;Obra 3 - Tolhuin;Tolhuin;Obra 3;1-may-23
EQP-0037;CLI-032;Cliente 032;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);1/6/2023 00:00;1618;Obra 3 - Tolhuin;Tolhuin;Obra 3;1-jun-23
EQP-0015;CLI-032;Cliente 032;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;1/8/2023;74;Planta 4 - Río Grande;Río Grande;Planta 4;1-ago-23
EQP-0037;CLI-032;Cliente 032;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);1/8/2023 00:00;1858;Obra 3 - Río Grande;Río Grande;Obra 3;1-ago-23
EQP-0037;CLI-032;Cliente 032;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);1/9/2023;1959;Obra 3 - Río Grande;Río Grande;Obra 3;1-sept-23
EQP-0100;CLI-032;Cliente 032;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;1/10/2023 00:00;95;Planta 2 - Río Grande;Río Grande;Planta 2;1-oct-23
EQP-0015;CLI-032;Cliente 032;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;1/10/2023 00:00;133;Planta 4 - Tolhuin;Tolhuin;Planta 4;1-oct-23
EQP-0037;CLI-032;Cliente 032;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);1/10/2023 00:00;2054;Obra 3 - Ushuaia;Ushuaia;Obra 3;1-oct-23
EQP-0015;CLI-032;Cliente 032;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;1/11/2023;152;Planta 4 - Tolhuin;Tolhuin;Planta 4;1-nov-23
EQP-0037;CLI-032;Cliente 032;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);1/11/2023 00:00;2149;Obra 3 - Tolhuin;Tolhuin;Obra 3;1-nov-23
EQP-0100;CLI-032;Cliente 032;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;1/11/2023 00:00;152;Planta 2 - Río Grande;Río Grande;Planta 2;1-nov-23
EQP-0100;CLI-032;Cliente 032;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;1/12/2023 00:00;236;Planta 2 - Río Grande;Río Grande;Planta 2;1-dic-23
EQP-0100;CLI-032;Cliente 032;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;1/12/2023 00:00;236;Planta 2 - Río Grande;Río Grande;Planta 2;1-dic-23
EQP-0015;CLI-032;Cliente 032;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;1/12/2023 00:00;170;Planta 4 - Río Grande;Río Grande;Planta 4;1-dic-23
EQP-0037;CLI-032;Cliente 032;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);1/12/2023;2239;Obra 3 - Ushuaia;Ushuaia;Obra 3;1-dic-23
EQP-0015;CLI-032;Cliente 032;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;1/1/2024;195;Planta 4 - Ushuaia;Ushuaia;Planta 4;1-ene-24
EQP-0037;CLI-032;Cliente 032;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);1/1/2024 00:00;2315;Depósito 4 - Ushuaia;Ushuaia;Depósito 4;1-ene-24
EQP-0100;CLI-032;Cliente 032;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;1/1/2024 00:00;43703;Planta 2 - Río Grande;Río Grande;Planta 2;1-ene-24
EQP-0015;CLI-032;Cliente 032;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;5/1/2024;336;Planta 4 - Río Grande;Río Grande;Planta 4;5-ene-24
EQP-0100;CLI-032;Cliente 032;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;6/1/2024;731;Planta 2 - Río Grande;Río Grande;Planta 2;6-ene-24
EQP-0037;CLI-032;Cliente 032;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);11/1/2024;3216;Obra 3 - Río Grande;Río Grande;Obra 3;11-ene-24
EQP-0037;CLI-032;Cliente 032;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);1/2/2024 00:00;2422;Obra 3 - Río Grande;Río Grande;Obra 3;1-feb-24
EQP-0015;CLI-032;Cliente 032;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;1/2/2024 00:00;222;Planta 4 - Tolhuin;Tolhuin;Planta 4;1-feb-24
EQP-0015;CLI-032;Cliente 032;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;1/3/2024 00:00;272;Planta 4 - Ushuaia;Ushuaia;Planta 4;1-mar-24
EQP-0037;CLI-032;Cliente 032;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);1/3/2024 00:00;2516;Obra 3 - Ushuaia;Ushuaia;Obra 3;1-mar-24
EQP-0037;CLI-032;Cliente 032;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);1/4/2024 00:00;2590;Obra 3 - Tolhuin;Tolhuin;Obra 3;1-abr-24
EQP-0100;CLI-032;Cliente 032;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;1/4/2024 00:00;577;Planta 2 - Río Grande;Río Grande;Planta 2;1-abr-24
EQP-0015;CLI-032;Cliente 032;Hidrolavadora Karcher;Kärcher;HDS 12/18-4 S;1/4/2024 00:00;309;Planta 4 - Ushuaia;Ushuaia;Planta 4;1-abr-24
