inventario_id;cliente_id;Locacion;tipo_equipo;marca;modelo;plan_id;actividad;frecuencia_meses;criticidad;programado_para;programado_para_normalizada;estado;fecha_ejecucion;fecha_ejecucion_normalizada;responsable;duracion_estimada_h;Ciudad
EQP-0100;CLI-032;Planta 2 - Río Grande;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-001;Limpieza de filtros de agua y combustible;1;Media;;domingo, 1 de octubre de 2023;Ejecutado;28/9/2023 00:00;jueves, 28 de septiembre de 2023;M. Gómez;5; Río Grande
EQP-0053;CLI-044;Oficina 2 - Río Grande;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-001;Limpieza de filtros de agua y combustible;1;Media;;domingo, 1 de octubre de 2023;Ejecutado;10/2/2023;lunes, 2 de octubre de 2023;R. Soto;5; Río Grande
EQP-0053;CLI-044;Oficina 2 - Río Grande;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-001;Limpieza de filtros de agua y combustible;1;Media;;miércoles, 1 de enero de 2025;Ejecutado;1/1/2025 00:00;miércoles, 1 de enero de 2025;A. Torres;5; Río Grande
EQP-0015;CLI-032;Planta 4 - Ushuaia;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-001;Limpieza de filtros de agua y combustible;1;Media;;miércoles, 1 de enero de 2025;Ejecutado;4/1/2025 00:00;sábado, 4 de enero de 2025;R. Soto;5; Ushuaia
EQP-0031;CLI-049;Oficina 3 - Río Grande;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-001;Limpieza de filtros de agua y combustible;1;Media;;miércoles, 1 de enero de 2025;Ejecutado;30/12/2024 00:00;lunes, 30 de diciembre de 2024;R. Soto;5; Río Grande
EQP-0100;CLI-032;Planta 2 - Río Grande;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-001;Limpieza de filtros de agua y combustible;1;Media;;miércoles, 1 de enero de 2025;Ejecutado;1/1/2025 00:00;miércoles, 1 de enero de 2025;M. Ruiz;5; Río Grande
EQP-0064;CLI-038;Depósito 4 - Ushuaia;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-001;Limpieza de filtros de agua y combustible;1;Media;;miércoles, 1 de enero de 2025;Ejecutado;2027-13-40;;M. Ruiz;5; Ushuaia
EQP-0078;CLI-005;Planta 3 - Río Grande;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-001;Limpieza de filtros de agua y combustible;1;Media;;miércoles, 1 de enero de 2025;Ejecutado;29/12/2024 00:00;domingo, 29 de diciembre de 2024;A. Torres;5; Río Grande
EQP-0064;CLI-038;Depósito 4 - Ushuaia;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-001;Limpieza de filtros de agua y combustible;1;Media;;lunes, 1 de enero de 2024;Ejecutado;1/1/1900;lunes, 1 de enero de 1900;L. Gómez;5; Ushuaia
EQP-0100;CLI-032;Planta 2 - Río Grande;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-001;Limpieza de filtros de agua y combustible;1;Media;;lunes, 1 de enero de 2024;Ejecutado;3/1/2024 00:00;miércoles, 3 de enero de 2024;R. Soto;5; Río Grande
EQP-0015;CLI-032;Planta 4 - Ushuaia;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-001;Limpieza de filtros de agua y combustible;1;Media;;lunes, 1 de enero de 2024;Ejecutado;3/1/2024 00:00;miércoles, 3 de enero de 2024;R. Soto;5; Ushuaia
EQP-0053;CLI-044;Oficina 2 - Tolhuin;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-001;Limpieza de filtros de agua y combustible;1;Media;;lunes, 1 de enero de 2024;Ejecutado;6/1/2024 00:00;sábado, 6 de enero de 2024;S. López;5; Tolhuin
EQP-0078;CLI-005;Planta 3 - Tolhuin;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-001;Limpieza de filtros de agua y combustible;1;Media;;lunes, 1 de enero de 2024;Ejecutado;25/12/2023 00:00;lunes, 25 de diciembre de 2023;R. Soto;5; Tolhuin
EQP-0026;CLI-026;Taller 4 - Ushuaia;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-001;Limpieza de filtros de agua y combustible;1;Media;;domingo, 1 de enero de 2023;Ejecutado;2/1/2023 00:00;lunes, 2 de enero de 2023;A. Torres;5; Ushuaia
EQP-0064;CLI-038;Depósito 4 - Ushuaia;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-001;Limpieza de filtros de agua y combustible;1;Media;;domingo, 1 de enero de 2023;Ejecutado;4/1/2023 00:00;miércoles, 4 de enero de 2023;R. Soto;5; Ushuaia
EQP-0064;CLI-038;Depósito 4 - Ushuaia;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-001;Limpieza de filtros de agua y combustible;1;Media;;sábado, 1 de enero de 2022;Ejecutado;1/1/2022 00:00;sábado, 1 de enero de 2022;M. Ruiz;5; Ushuaia
EQP-0067;CLI-005;Sucursal 3 - Río Grande;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;;Ejecutado;2027-13-40;;S. López;5; Río Grande
EQP-0067;CLI-005;Sucursal 3 - Ushuaia;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;;Ejecutado;29/10/2023 00:00;domingo, 29 de octubre de 2023;M. Gómez;5; Ushuaia
EQP-0046;CLI-039;Depósito 3 - Ushuaia;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;;Ejecutado;31/8/2024 00:00;sábado, 31 de agosto de 2024;Sin datos;5; Ushuaia
EQP-0032;CLI-026;Planta 3 - Ushuaia;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;;Ejecutado;09-30-2024;lunes, 30 de septiembre de 2024;L. Gómez;5; Ushuaia
EQP-0067;CLI-005;Sucursal 3 - Río Grande;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;;Ejecutado;28/5/2023 00:00;domingo, 28 de mayo de 2023;M. Gómez;5; Río Grande
EQP-0008;CLI-023;Sucursal 4 - Río Grande;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;lunes, 1 de septiembre de 2025;Ejecutado;25/8/2025 00:00;lunes, 25 de agosto de 2025;M. Ruiz;5; Río Grande
EQP-0067;CLI-005;Sucursal 3 - Ushuaia;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;lunes, 1 de septiembre de 2025;Ejecutado;27/8/2025;miércoles, 27 de agosto de 2025;A. Torres;5; Ushuaia
EQP-0024;CLI-036;Planta 5 - Tolhuin;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;domingo, 1 de septiembre de 2024;Ejecutado;7/9/2024 00:00;sábado, 7 de septiembre de 2024;M. Gómez;5; Tolhuin
EQP-0017;CLI-049;Sucursal 2 - Ushuaia;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;domingo, 1 de septiembre de 2024;Ejecutado;5/9/2024 00:00;jueves, 5 de septiembre de 2024;J. Pérez;5; Ushuaia
EQP-0096;CLI-048;Planta 5 - Río Grande;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;domingo, 1 de septiembre de 2024;Ejecutado;08-27-2024;martes, 27 de agosto de 2024;M. Gómez;5; Río Grande
EQP-0046;CLI-039;Depósito 3 - Ushuaia;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;viernes, 1 de septiembre de 2023;Ejecutado;26/8/2023 00:00;sábado, 26 de agosto de 2023;A. Torres;5; Ushuaia
EQP-0013;CLI-036;Oficina 1 - Río Grande;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;viernes, 1 de septiembre de 2023;Ejecutado;1/1/1900;lunes, 1 de enero de 1900;L. Gómez;5; Río Grande
EQP-0032;CLI-026;Planta 3 - Ushuaia;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;viernes, 1 de septiembre de 2023;Ejecutado;27/8/2023;domingo, 27 de agosto de 2023;J. Pérez;5; Ushuaia
EQP-0046;CLI-039;Depósito 3 - Ushuaia;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;jueves, 1 de septiembre de 2022;Ejecutado;27/8/2022 00:00;sábado, 27 de agosto de 2022;S. López;5; Ushuaia
EQP-0096;CLI-048;Planta 5 - Ushuaia;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;viernes, 1 de agosto de 2025;Ejecutado;2027-13-40;;M. Gómez;5; Ushuaia
EQP-0013;CLI-036;Oficina 1 - Ushuaia;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;viernes, 1 de agosto de 2025;Ejecutado;3/8/2025 00:00;domingo, 3 de agosto de 2025;M. Gómez;5; Ushuaia
EQP-0017;CLI-049;Sucursal 2 - Ushuaia;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;viernes, 1 de agosto de 2025;Ejecutado;27/7/2025 00:00;domingo, 27 de julio de 2025;R. Soto;5; Ushuaia
EQP-0046;CLI-039;Depósito 3 - Ushuaia;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;viernes, 1 de agosto de 2025;Ejecutado;29/7/2025;martes, 29 de julio de 2025;J. Pérez;5; Ushuaia
EQP-0032;CLI-026;Planta 3 - Tolhuin;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;viernes, 1 de agosto de 2025;Ejecutado;7/8/2025 00:00;jueves, 7 de agosto de 2025;M. Ruiz;5; Tolhuin
EQP-0008;CLI-023;Sucursal 4 - Río Grande;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;viernes, 1 de agosto de 2025;Ejecutado;27/7/2025 00:00;domingo, 27 de julio de 2025;A. Torres;5; Río Grande
EQP-0024;CLI-036;Planta 5 - Tolhuin;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;viernes, 1 de agosto de 2025;Ejecutado;29/7/2025 00:00;martes, 29 de julio de 2025;J. Pérez;5; Tolhuin
EQP-0046;CLI-039;Depósito 3 - Ushuaia;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;viernes, 1 de agosto de 2025;Ejecutado;29/7/2025 00:00;martes, 29 de julio de 2025;Sin datos;5; Ushuaia
EQP-0017;CLI-049;Sucursal 2 - Ushuaia;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;jueves, 1 de agosto de 2024;Ejecutado;8/8/2024 00:00;jueves, 8 de agosto de 2024;M. Gómez;5; Ushuaia
EQP-0046;CLI-039;Depósito 3 - Ushuaia;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;jueves, 1 de agosto de 2024;Ejecutado;29/7/2024 00:00;lunes, 29 de julio de 2024;R. Soto;5; Ushuaia
EQP-0067;CLI-005;Sucursal 3 - Río Grande;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;jueves, 1 de agosto de 2024;Ejecutado;1/1/1900;lunes, 1 de enero de 1900;L. Gómez;5; Río Grande
EQP-0013;CLI-036;Oficina 1 - Río Grande;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;jueves, 1 de agosto de 2024;Ejecutado;5/8/2024 00:00;lunes, 5 de agosto de 2024;S. López;5; Río Grande
EQP-0024;CLI-036;Planta 5 - Tolhuin;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;jueves, 1 de agosto de 2024;Ejecutado;31/7/2024 00:00;miércoles, 31 de julio de 2024;M. Ruiz;5; Tolhuin
EQP-0013;CLI-036;Oficina 1 - Tolhuin;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;martes, 1 de agosto de 2023;Ejecutado;1/8/2023 00:00;martes, 1 de agosto de 2023;L. Gómez;5; Tolhuin
EQP-0032;CLI-026;Planta 3 - Río Grande;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;martes, 1 de agosto de 2023;Ejecutado;8/8/2023 00:00;martes, 8 de agosto de 2023;A. Torres;5; Río Grande
EQP-0046;CLI-039;Depósito 3 - Ushuaia;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;martes, 1 de agosto de 2023;Ejecutado;2/8/2023 00:00;miércoles, 2 de agosto de 2023;S. López;5; Ushuaia
EQP-0046;CLI-039;Depósito 3 - Ushuaia;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;martes, 1 de agosto de 2023;Ejecutado;2/8/2023 00:00;miércoles, 2 de agosto de 2023;S. López;5; Ushuaia
EQP-0032;CLI-026;Planta 3 - Ushuaia;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;martes, 1 de agosto de 2023;Ejecutado;8/8/2023 00:00;martes, 8 de agosto de 2023;A. Torres;5; Ushuaia
EQP-0067;CLI-005;Sucursal 3 - Río Grande;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;lunes, 1 de agosto de 2022;Ejecutado;2/8/2022 00:00;martes, 2 de agosto de 2022;M. Gómez;5; Río Grande
EQP-0032;CLI-026;Planta 3 - Ushuaia;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;martes, 1 de julio de 2025;Ejecutado;28/6/2025 00:00;sábado, 28 de junio de 2025;S. López;5; Ushuaia
EQP-0032;CLI-026;Planta 3 - Tolhuin;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;martes, 1 de julio de 2025;Ejecutado;28/6/2025 00:00;sábado, 28 de junio de 2025;S. López;5; Tolhuin
EQP-0013;CLI-036;Oficina 1 - Río Grande;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;martes, 1 de julio de 2025;Ejecutado;7/2/2025;miércoles, 2 de julio de 2025;M. Gómez;5; Río Grande
EQP-0067;CLI-005;Sucursal 3 - Tolhuin;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;martes, 1 de julio de 2025;Ejecutado;4/7/2025 00:00;viernes, 4 de julio de 2025;S. López;5; Tolhuin
EQP-0096;CLI-048;Planta 5 - Tolhuin;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;martes, 1 de julio de 2025;Ejecutado;30/6/2025 00:00;lunes, 30 de junio de 2025;S. López;5; Tolhuin
EQP-0024;CLI-036;Planta 5 - Tolhuin;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;martes, 1 de julio de 2025;Ejecutado;26/6/2025 00:00;jueves, 26 de junio de 2025;M. Ruiz;5; Tolhuin
EQP-0067;CLI-005;Sucursal 3 - Río Grande;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;lunes, 1 de julio de 2024;Ejecutado;5/7/2024 00:00;viernes, 5 de julio de 2024;J. Pérez;5; Río Grande
EQP-0017;CLI-049;Sucursal 2 - Ushuaia;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;lunes, 1 de julio de 2024;Ejecutado;29/6/2024 00:00;sábado, 29 de junio de 2024;S. López;5; Ushuaia
EQP-0008;CLI-023;Sucursal 4 - Río Grande;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;lunes, 1 de julio de 2024;Ejecutado;27/6/2024 00:00;jueves, 27 de junio de 2024;L. Gómez;5; Río Grande
EQP-0032;CLI-026;Planta 3 - Tolhuin;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;lunes, 1 de julio de 2024;Ejecutado;25/6/2024 00:00;martes, 25 de junio de 2024;A. Torres;5; Tolhuin
EQP-0024;CLI-036;Planta 5 - Tolhuin;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;lunes, 1 de julio de 2024;Ejecutado;30/6/2024 00:00;domingo, 30 de junio de 2024;M. Gómez;5; Tolhuin
EQP-0032;CLI-026;Planta 3 - Río Grande;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;sábado, 1 de julio de 2023;Ejecutado;25/6/2023 00:00;domingo, 25 de junio de 2023;M. Ruiz;5; Río Grande
EQP-0013;CLI-036;Oficina 1 - Río Grande;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;sábado, 1 de julio de 2023;Ejecutado;7/1/2023;sábado, 1 de julio de 2023;A. Torres;5; Río Grande
EQP-0024;CLI-036;Planta 5 - Tolhuin;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;sábado, 1 de julio de 2023;Ejecutado;1/7/2023 00:00;sábado, 1 de julio de 2023;R. Soto;5; Tolhuin
EQP-0046;CLI-039;Depósito 3 - Ushuaia;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;sábado, 1 de julio de 2023;Ejecutado;7/3/2023;lunes, 3 de julio de 2023;R. Soto;5; Ushuaia
EQP-0032;CLI-026;Planta 3 - Tolhuin;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;sábado, 1 de julio de 2023;Ejecutado;25/6/2023 00:00;domingo, 25 de junio de 2023;M. Ruiz;5; Tolhuin
EQP-0008;CLI-023;Sucursal 4 - Río Grande;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;viernes, 1 de julio de 2022;Ejecutado;1/7/2022;viernes, 1 de julio de 2022;S. López;5; Río Grande
EQP-0024;CLI-036;Planta 5 - Tolhuin;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;domingo, 1 de junio de 2025;Ejecutado;6/3/2025;martes, 3 de junio de 2025;R. Soto;5; Tolhuin
EQP-0013;CLI-036;Oficina 1 - Tolhuin;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;domingo, 1 de junio de 2025;Ejecutado;2027-13-40;;R. Soto;5; Tolhuin
EQP-0096;CLI-048;Planta 5 - Ushuaia;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;domingo, 1 de junio de 2025;Ejecutado;6/6/2025 00:00;viernes, 6 de junio de 2025;R. Soto;5; Ushuaia
EQP-0032;CLI-026;Planta 3 - Ushuaia;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;domingo, 1 de junio de 2025;Ejecutado;2027-13-40;;M. Gómez;5; Ushuaia
EQP-0008;CLI-023;Sucursal 4 - Río Grande;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;domingo, 1 de junio de 2025;Ejecutado;05-27-2025;martes, 27 de mayo de 2025;M. Ruiz;5; Río Grande
EQP-0017;CLI-049;Sucursal 2 - Ushuaia;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;domingo, 1 de junio de 2025;Ejecutado;1/6/2025 00:00;domingo, 1 de junio de 2025;Sin datos;5; Ushuaia
EQP-0032;CLI-026;Planta 3 - Río Grande;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;sábado, 1 de junio de 2024;Ejecutado;1/1/1900;lunes, 1 de enero de 1900;M. Gómez;5; Río Grande
EQP-0013;CLI-036;Oficina 1 - Río Grande;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;sábado, 1 de junio de 2024;Ejecutado;1/6/2024 00:00;sábado, 1 de junio de 2024;M. Ruiz;5; Río Grande
EQP-0024;CLI-036;Planta 5 - Tolhuin;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;sábado, 1 de junio de 2024;Ejecutado;27/5/2024 00:00;lunes, 27 de mayo de 2024;S. López;5; Tolhuin
EQP-0008;CLI-023;Sucursal 4 - Río Grande;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;jueves, 1 de junio de 2023;Ejecutado;25/5/2023 00:00;jueves, 25 de mayo de 2023;S. López;5; Río Grande
EQP-0032;CLI-026;Planta 3 - Tolhuin;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;jueves, 1 de junio de 2023;Ejecutado;27/5/2023 00:00;sábado, 27 de mayo de 2023;L. Gómez;5; Tolhuin
EQP-0024;CLI-036;Planta 5 - Tolhuin;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;jueves, 1 de junio de 2023;Ejecutado;6/5/2023;lunes, 5 de junio de 2023;J. Pérez;5; Tolhuin
EQP-0017;CLI-049;Sucursal 2 - Ushuaia;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;jueves, 1 de mayo de 2025;Ejecutado;04-24-2025;jueves, 24 de abril de 2025;A. Torres;5; Ushuaia
EQP-0096;CLI-048;Planta 5 - Tolhuin;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;jueves, 1 de mayo de 2025;Ejecutado;25/4/2025 00:00;viernes, 25 de abril de 2025;M. Ruiz;5; Tolhuin
EQP-0067;CLI-005;Sucursal 3 - Ushuaia;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;jueves, 1 de mayo de 2025;Ejecutado;2/5/2025;viernes, 2 de mayo de 2025;A. Torres;5; Ushuaia
EQP-0013;CLI-036;Oficina 1 - Tolhuin;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;jueves, 1 de mayo de 2025;Ejecutado;24/4/2025 00:00;jueves, 24 de abril de 2025;J. Pérez;5; Tolhuin
EQP-0032;CLI-026;Planta 3 - Ushuaia;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;jueves, 1 de mayo de 2025;Ejecutado;5/5/2025 00:00;lunes, 5 de mayo de 2025;S. López;5; Ushuaia
EQP-0046;CLI-039;Depósito 3 - Ushuaia;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;jueves, 1 de mayo de 2025;Ejecutado;1/1/1900;lunes, 1 de enero de 1900;R. Soto;5; Ushuaia
EQP-0032;CLI-026;Planta 3 - Tolhuin;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;jueves, 1 de mayo de 2025;Ejecutado;5/5/2025 00:00;lunes, 5 de mayo de 2025;S. López;5; Tolhuin
EQP-0067;CLI-005;Sucursal 3 - Tolhuin;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;miércoles, 1 de mayo de 2024;Ejecutado;8/5/2024 00:00;miércoles, 8 de mayo de 2024;M. Ruiz;5; Tolhuin
EQP-0046;CLI-039;Depósito 3 - Ushuaia;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;miércoles, 1 de mayo de 2024;Ejecutado;1/1/1900;lunes, 1 de enero de 1900;A. Torres;5; Ushuaia
EQP-0024;CLI-036;Planta 5 - Tolhuin;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;miércoles, 1 de mayo de 2024;Ejecutado;8/5/2024 00:00;miércoles, 8 de mayo de 2024;S. López;5; Tolhuin
EQP-0067;CLI-005;Sucursal 3 - Ushuaia;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;miércoles, 1 de mayo de 2024;Ejecutado;8/5/2024 00:00;miércoles, 8 de mayo de 2024;M. Ruiz;5; Ushuaia
EQP-0024;CLI-036;Planta 5 - Tolhuin;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;lunes, 1 de mayo de 2023;Ejecutado;6/5/2023 00:00;sábado, 6 de mayo de 2023;J. Pérez;5; Tolhuin
EQP-0067;CLI-005;Sucursal 3 - Ushuaia;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;lunes, 1 de mayo de 2023;Ejecutado;1/1/1900;lunes, 1 de enero de 1900;L. Gómez;5; Ushuaia
EQP-0013;CLI-036;Oficina 1 - Ushuaia;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;lunes, 1 de mayo de 2023;Ejecutado;25/4/2023 00:00;martes, 25 de abril de 2023;M. Ruiz;5; Ushuaia
EQP-0008;CLI-023;Sucursal 4 - Río Grande;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;lunes, 1 de mayo de 2023;Ejecutado;25/4/2023 00:00;martes, 25 de abril de 2023;M. Ruiz;5; Río Grande
EQP-0013;CLI-036;Oficina 1 - Río Grande;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;domingo, 1 de mayo de 2022;Ejecutado;28/4/2022 00:00;jueves, 28 de abril de 2022;A. Torres;5; Río Grande
EQP-0013;CLI-036;Oficina 1 - Tolhuin;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;domingo, 1 de mayo de 2022;Ejecutado;28/4/2022 00:00;jueves, 28 de abril de 2022;Sin datos;5; Tolhuin
EQP-0032;CLI-026;Planta 3 - Río Grande;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;domingo, 1 de mayo de 2022;Ejecutado;30/4/2022 00:00;sábado, 30 de abril de 2022;R. Soto;5; Río Grande
EQP-0067;CLI-005;Sucursal 3 - Tolhuin;Hidrolavadora;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;;domingo, 1 de mayo de 2022;Ejecutado;5/8/2022;domingo, 8 de mayo de 2022;J. Pérez;5; Tolhuin
