servicio_id;inventario_id;cliente_id;cliente_nombre;tipo_equipo;marca;modelo;plan_id;actividad;fecha_inicio;fecha_fin;horas_servicio;tecnico;resultado;repuestos_usados;costo_manodeobra_ars;costo_repuestos_ars;costo_total_ars;ubicacion;Ubicacion_cliente;Tecnicos_Bigtools;Horas_servicio_HHMM;Inicio_Service;Fin_service;Año
SV-003655;EQP-0084;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-007;Inspeccion del alternador y cepillos;26/12/2021 21:00;27/12/2021 21:00;1,09;M. Ruiz;Reparado;sin_repuestos;30.520;0;30.520;Oficina 3 - Rio Grande;Rio Grande;Tecnico 3;1h 5min;26/12/2021;27/12/2021;2021
SV-003657;EQP-0084;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-007;Inspeccion del alternador y cepillos;2/1/2024 21:00;2/1/2024 21:00;1;S. López;Reparado;sin_repuestos;28.000;0;28.000;Oficina 3 - Rio Grande;Rio Grande;Tecnico 5;1h 0min;2/1/2024;2/1/2024;2024
SV-003989;EQP-0095;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-005;Limpieza de radiador y sistema de refrigeracion;22/6/2022 21:00;23/6/2022 21:00;1,71;A. Torres;Reparado;sin_repuestos;47.880;0;47.880;Taller 2 - Tolhuin;Tolhuin;Tecnico 6;1h 43min;22/6/2022;23/6/2022;2022
SV-003992;EQP-0095;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-005;Limpieza de radiador y sistema de refrigeracion;28/6/2024 21:00;29/6/2024 21:00;1,36;A. Torres;Reparado;sin_repuestos;38.080;0;38.080;Taller 2 - Rio Grande;Rio Grande;Tecnico 6;1h 22min;28/6/2024;29/6/2024;2024
SV-004019;EQP-0095;CLI-044;Cliente 044;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-009;Limpieza general y revision de terminales;30/12/2022 21:00;31/12/2022 21:00;1,18;M. Gómez;Reparado;sin_repuestos;33.040;0;33.040;Taller 2 - Rio Grande;Rio Grande;Tecnico 7;1h 11min;30/12/2022;31/12/2022;2022
SV-004131;EQP-0003;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-007;Inspeccion del alternador y cepillos;30/3/2022 21:00;31/3/2022 21:00;0,91;S. López;Reparado;sin_repuestos;25.480;0;25.480;Taller 3 - Rio Grande;Rio Grande;Tecnico 5;0h 55min;30/3/2022;31/3/2022;2022
SV-004148;EQP-0003;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-009;Limpieza general y revision de terminales;2/10/2022 21:00;3/10/2022 21:00;1,39;M. Ruiz;Reparado;sin_repuestos;38.920;0;38.920;Taller 3 - Rio Grande;Rio Grande;Tecnico 3;1h 23min;2/10/2022;3/10/2022;2022
SV-004151;EQP-0003;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-009;Limpieza general y revision de terminales;1/4/2024 21:00;2/4/2024 21:00;0,94;R. Soto;Reparado;sin_repuestos;26.320;0;26.320;Taller 3 - Tolhuin;Tolhuin;Tecnico 4;0h 56min;1/4/2024;2/4/2024;2024
SV-004188;EQP-0042;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-005;Limpieza de radiador y sistema de refrigeracion;27/12/2023 21:00;28/12/2023 21:00;1,25;S. López;Reparado;sin_repuestos;35.000;0;35.000;Oficina 1 - Ushuaia;Ushuaia;Tecnico 5;1h 15min;27/12/2023;28/12/2023;2023
SV-004201;EQP-0042;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-007;Inspeccion del alternador y cepillos;1/1/2024 21:00;2/1/2024 21:00;0,98;L. Gómez;Reparado;sin_repuestos;27.440;0;27.440;Oficina 1 - Ushuaia;Ushuaia;Tecnico 2;0h 59min;1/1/2024;2/1/2024;2024
SV-004215;EQP-0042;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-009;Limpieza general y revision de terminales;27/12/2023 21:00;28/12/2023 21:00;0,95;M. Gómez;Reparado;sin_repuestos;26.600;0;26.600;Oficina 1 - Ushuaia;Ushuaia;Tecnico 7;0h 57min;27/12/2023;28/12/2023;2023
SV-004255;EQP-0063;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-005;Limpieza de radiador y sistema de refrigeracion;6/7/2024 21:00;7/7/2024 21:00;1,35;J. Pérez;Reparado;sin_repuestos;37.800;0;37.800;Sucursal 4 - Tolhuin;Tolhuin;Tecnico 1;1h 21min;6/7/2024;7/7/2024;2024
SV-004272;EQP-0063;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-007;Inspeccion del alternador y cepillos;26/12/2022 21:00;27/12/2022 21:00;0,9;J. Pérez;Reparado;sin_repuestos;25.200;0;25.200;Sucursal 4 - Tolhuin;Tolhuin;Tecnico 1;0h 54min;26/12/2022;27/12/2022;2022
SV-004286;EQP-0063;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-009;Limpieza general y revision de terminales;3/1/2022 21:00;4/1/2022 21:00;1,07;M. Ruiz;Reparado;sin_repuestos;29.960;0;29.960;Sucursal 4 - Tolhuin;Tolhuin;Tecnico 3;1h 4min;3/1/2022;4/1/2022;2022
SV-004289;EQP-0063;CLI-048;Cliente 048;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-009;Limpieza general y revision de terminales;4/7/2023 21:00;5/7/2023 21:00;0,86;J. Pérez;Reparado;sin_repuestos;24.080;0;24.080;Sucursal 4 - Tolhuin;Tolhuin;Tecnico 1;0h 52min;4/7/2023;5/7/2023;2023
SV-004393;EQP-0004;CLI-049;Cliente 049;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-009;Limpieza general y revision de terminales;22/6/2024 21:00;23/6/2024 21:00;1,01;A. Torres;Reparado;sin_repuestos;28.280;0;28.280;Planta 4 - Ushuaia;Ushuaia;Tecnico 6;1h 1min;22/6/2024;23/6/2024;2024
SV-004428;EQP-0011;CLI-049;Cliente 049;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-005;Limpieza de radiador y sistema de refrigeracion;6/1/2024 21:00;7/1/2024 21:00;1,56;L. Gómez;Reparado;sin_repuestos;43.680;0;43.680;Obra 5 - Rio Grande;Rio Grande;Tecnico 2;1h 34min;6/1/2024;7/1/2024;2024
SV-004442;EQP-0011;CLI-049;Cliente 049;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-007;Inspeccion del alternador y cepillos;26/12/2024 21:00;27/12/2024 21:00;0,98;L. Gómez;Reparado;sin_repuestos;27.440;0;27.440;Obra 5 - Rio Grande;Rio Grande;Tecnico 2;0h 59min;26/12/2024;27/12/2024;2024
SV-004456;EQP-0011;CLI-049;Cliente 049;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-009;Limpieza general y revision de terminales;31/12/2024 21:00;1/1/2025 21:00;1,33;L. Gómez;Reparado;sin_repuestos;37.240;0;37.240;Obra 5 - Rio Grande;Rio Grande;Tecnico 2;1h 20min;31/12/2024;1/1/2025;2024
SV-004506;EQP-0016;CLI-049;Cliente 049;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-007;Inspeccion del alternador y cepillos;23/4/2023 21:00;24/4/2023 21:00;0,84;L. Gómez;Reparado;sin_repuestos;23.520;0;23.520;Oficina 5 - Ushuaia;Ushuaia;Tecnico 2;0h 50min;23/4/2023;24/4/2023;2023
SV-004507;EQP-0016;CLI-049;Cliente 049;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-007;Inspeccion del alternador y cepillos;6/5/2024 21:00;7/5/2024 21:00;1,18;M. Gómez;Reparado;sin_repuestos;33.040;0;33.040;Oficina 5 - Ushuaia;Ushuaia;Tecnico 7;1h 11min;6/5/2024;7/5/2024;2024
SV-004605;EQP-0027;CLI-049;Cliente 049;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-005;Limpieza de radiador y sistema de refrigeracion;22/2/2025 21:00;23/2/2025 21:00;1,39;M. Ruiz;Reparado;sin_repuestos;38.920;0;38.920;Deposito 5 - Tolhuin;Tolhuin;Tecnico 3;1h 23min;22/2/2025;23/2/2025;2025
SV-004615;EQP-0027;CLI-049;Cliente 049;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-007;Inspeccion del alternador y cepillos;2/3/2023 21:00;3/3/2023 21:00;1,11;J. Pérez;Reparado;sin_repuestos;31.080;0;31.080;Deposito 5 - Tolhuin;Tolhuin;Tecnico 1;1h 7min;2/3/2023;3/3/2023;2023
SV-004628;EQP-0027;CLI-049;Cliente 049;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-009;Limpieza general y revision de terminales;24/2/2023 21:00;24/2/2023 21:00;1,01;L. Gómez;Reparado;sin_repuestos;28.280;0;28.280;Deposito 5 - Tolhuin;Tolhuin;Tecnico 2;1h 1min;24/2/2023;24/2/2023;2023
SV-004629;EQP-0027;CLI-049;Cliente 049;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-009;Limpieza general y revision de terminales;3/9/2023 21:00;4/9/2023 21:00;0,72;R. Soto;Reparado;sin_repuestos;20.160;0;20.160;Deposito 5 - Tolhuin;Tolhuin;Tecnico 4;0h 43min;3/9/2023;4/9/2023;2023
SV-004716;EQP-0055;CLI-049;Cliente 049;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-007;Inspeccion del alternador y cepillos;27/2/2025 21:00;28/2/2025 21:00;1,01;M. Gómez;Reparado;sin_repuestos;28.280;0;28.280;Planta 1 - Tolhuin;Tolhuin;Tecnico 7;1h 1min;27/2/2025;28/2/2025;2025
SV-004724;EQP-0055;CLI-049;Cliente 049;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-009;Limpieza general y revision de terminales;27/8/2025 21:00;27/8/2025 21:00;1,12;M. Ruiz;Reparado;sin_repuestos;31.360;0;31.360;Planta 1 - Tolhuin;Tolhuin;Tecnico 3;1h 7min;27/8/2025;27/8/2025;2025
SV-004752;EQP-0059;CLI-049;Cliente 049;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-005;Limpieza de radiador y sistema de refrigeracion;2/8/2023 21:00;2/8/2023 21:00;1,46;S. López;Reparado;sin_repuestos;40.880;0;40.880;Oficina 1 - Ushuaia;Ushuaia;Tecnico 5;1h 28min;2/8/2023;2/8/2023;2023
SV-004755;EQP-0059;CLI-049;Cliente 049;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-005;Limpieza de radiador y sistema de refrigeracion;29/1/2025 21:00;30/1/2025 21:00;1,61;L. Gómez;Reparado;sin_repuestos;45.080;0;45.080;Oficina 1 - Tolhuin;Tolhuin;Tecnico 2;1h 37min;29/1/2025;30/1/2025;2025
SV-004773;EQP-0059;CLI-049;Cliente 049;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-009;Limpieza general y revision de terminales;30/7/2022 21:00;31/7/2022 21:00;1,1;R. Soto;Reparado;sin_repuestos;30.800;0;30.800;Oficina 1 - Tolhuin;Tolhuin;Tecnico 4;1h 6min;30/7/2022;31/7/2022;2022
SV-004776;EQP-0059;CLI-049;Cliente 049;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-009;Limpieza general y revision de terminales;5/8/2025 21:00;6/8/2025 21:00;0,7;M. Gómez;Reparado;sin_repuestos;19.600;0;19.600;Oficina 1 - Tolhuin;Tolhuin;Tecnico 7;0h 42min;5/8/2025;6/8/2025;2025
SV-000086;EQP-0082;CLI-001;Cliente 001;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificacion de batería;8/7/2022 21:00;7/9/2022 21:00;1,5;M. Ruiz;Reparado;sin_repuestos;8.960;0;8.960;Planta 4 - Tolhuin;Tolhuin;Tecnico 3;1h 30min;8/7/2022;7/9/2022;2022
SV-000091;EQP-0082;CLI-001;Cliente 001;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificacion de batería;28/5/2024 21:00;29/5/2024 21:00;1,5;M. Ruiz;Reparado;sin_repuestos;12.320;0;12.320;Planta 4 - Tolhuin;Tolhuin;Tecnico 3;1h 30min;28/5/2024;29/5/2024;2024
SV-000093;EQP-0082;CLI-001;Cliente 001;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificacion de batería;27/11/2024 21:00;28/11/2024 21:00;1,5;M. Ruiz;Reparado;sin_repuestos;8.960;0;8.960;Planta 4 - Tolhuin;Tolhuin;Tecnico 3;1h 30min;27/11/2024;28/11/2024;2024
SV-000188;EQP-0022;CLI-004;Cliente 004;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificacion de batería;23/6/2023 21:00;24/6/2023 21:00;0,4;M. Gómez;Reparado;sin_repuestos;11.200;0;11.200;Planta 4 - Ushuaia;Ushuaia;Tecnico 7;0h 24min;23/6/2023;24/6/2023;2023
SV-000272;EQP-0041;CLI-005;Cliente 005;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificacion de batería;26/3/2025 21:00;27/3/2025 21:00;0,66;M. Gómez;Reparado;sin_repuestos;18.480;0;18.480;Taller 2 - Tolhuin;Tolhuin;Tecnico 7;0h 40min;26/3/2025;27/3/2025;2025
SV-000299;EQP-0045;CLI-005;Cliente 005;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificacion de batería;25/3/2025 21:00;26/3/2025 21:00;0,25;M. Gómez;Reparado;sin_repuestos;7.000;0;7.000;Sucursal 3 - Rio Grande;Rio Grande;Tecnico 7;0h 15min;25/3/2025;26/3/2025;2025
SV-000508;EQP-0083;CLI-005;Cliente 005;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificacion de batería;3/4/2022 21:00;4/4/2022 21:00;0,71;J. Pérez;Reparado;sin_repuestos;19.880;0;19.880;Planta 5 - Rio Grande;Rio Grande;Tecnico 1;0h 43min;3/4/2022;4/4/2022;2022
SV-000515;EQP-0083;CLI-005;Cliente 005;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificacion de batería;4/10/2024 21:00;5/10/2024 21:00;0,49;J. Pérez;Reparado;sin_repuestos;13.720;0;13.720;Planta 5 - Tolhuin;Tolhuin;Tecnico 1;0h 29min;4/10/2024;5/10/2024;2024
SV-000517;EQP-0083;CLI-005;Cliente 005;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificacion de batería;3/4/2025 21:00;4/4/2025 21:00;0,64;S. López;Reparado;sin_repuestos;17.920;0;17.920;Planta 5 - Rio Grande;Rio Grande;Tecnico 5;0h 38min;3/4/2025;4/4/2025;2025
SV-000577;EQP-0099;CLI-005;Cliente 005;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificacion de batería;25/9/2022 21:00;26/9/2022 21:00;0,42;J. Pérez;Reparado;sin_repuestos;11.760;0;11.760;Deposito 4 - Tolhuin;Tolhuin;Tecnico 1;0h 25min;25/9/2022;26/9/2022;2022
SV-000584;EQP-0099;CLI-005;Cliente 005;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificacion de batería;29/3/2025 21:00;30/3/2025 21:00;0,56;J. Pérez;Reparado;sin_repuestos;15.680;0;15.680;Deposito 4 - Ushuaia;Ushuaia;Tecnico 1;0h 34min;29/3/2025;30/3/2025;2025
SV-000845;EQP-0044;CLI-017;Cliente 017;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificacion de batería;6/4/2022 21:00;7/4/2022 21:00;0,87;A. Torres;Reparado;sin_repuestos;24.360;0;24.360;Taller 5 - Rio Grande;Rio Grande;Tecnico 6;0h 52min;6/4/2022;7/4/2022;2022
SV-000846;EQP-0044;CLI-017;Cliente 017;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificacion de batería;6/6/2022 21:00;6/7/2022 21:00;0,36;S. López;Reparado;sin_repuestos;10.080;0;10.080;Taller 5 - Rio Grande;Rio Grande;Tecnico 5;0h 22min;6/6/2022;6/7/2022;2022
SV-000847;EQP-0044;CLI-017;Cliente 017;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificacion de batería;4/10/2022 21:00;5/10/2022 21:00;0,51;J. Pérez;Reparado;sin_repuestos;14.280;0;14.280;Taller 5 - Rio Grande;Rio Grande;Tecnico 1;0h 31min;4/10/2022;5/10/2022;2022
SV-000852;EQP-0044;CLI-017;Cliente 017;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificacion de batería;23/9/2024 21:00;24/9/2024 21:00;0,28;J. Pérez;Reparado;sin_repuestos;7.840;0;78.400;Taller 5 - Rio Grande;Rio Grande;Tecnico 1;0h 17min;23/9/2024;24/9/2024;2024
SV-001088;EQP-0001;CLI-025;Cliente 025;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificacion de batería;4/10/2022 21:00;5/10/2022 21:00;0,53;R. Soto;Reparado;sin_repuestos;14.840;0;14.840;Sucursal 3 - Rio Grande;Rio Grande;Tecnico 4;0h 32min;4/10/2022;5/10/2022;2022
SV-001090;EQP-0001;CLI-025;Cliente 025;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificacion de batería;29/3/2023 21:00;30/3/2023 21:00;0,42;M. Gómez;Reparado;sin_repuestos;11.760;0;11.760;Sucursal 3 - Rio Grande;Rio Grande;Tecnico 7;0h 25min;29/3/2023;30/3/2023;2023
SV-001093;EQP-0001;CLI-025;Cliente 025;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificacion de batería;25/3/2024 21:00;26/3/2024 21:00;0,45;L. Gómez;Reparado;sin_repuestos;12.600;0;12.600;Sucursal 3 - Rio Grande;Rio Grande;Tecnico 2;0h 27min;25/3/2024;26/3/2024;2024
SV-001095;EQP-0001;CLI-025;Cliente 025;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificacion de batería;25/3/2025 21:00;26/3/2025 21:00;0,43;A. Torres;Reparado;sin_repuestos;12.040;0;12.040;Sucursal 3 - Rio Grande;Rio Grande;Tecnico 6;0h 26min;25/3/2025;26/3/2025;2025
SV-001158;EQP-0018;CLI-026;Cliente 026;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificacion de batería;30/9/2024 21:00;1/10/2024 21:00;0,44;M. Gómez;Reparado;sin_repuestos;12.320;0;12.320;Obra 3 - Ushuaia;Ushuaia;Tecnico 7;0h 26min;30/9/2024;1/10/2024;2024
SV-001159;EQP-0018;CLI-026;Cliente 026;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificacion de batería;3/4/2025 21:00;4/4/2025 21:00;0,59;M. Ruiz;Reparado;sin_repuestos;16.520;0;16.520;Obra 3 - Tolhuin;Tolhuin;Tecnico 3;0h 35min;3/4/2025;4/4/2025;2025
SV-001527;EQP-0066;CLI-026;Cliente 026;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificacion de batería;23/3/2024 21:00;24/3/2024 21:00;0,61;M. Ruiz;Reparado;sin_repuestos;17.080;0;17.080;Obra 5 - Ushuaia;Ushuaia;Tecnico 3;0h 37min;23/3/2024;24/3/2024;2024
SV-001529;EQP-0066;CLI-026;Cliente 026;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificacion de batería;25/9/2024 21:00;26/9/2024 21:00;0,49;M. Ruiz;Reparado;sin_repuestos;13.720;0;13.720;Obra 5 - Ushuaia;Ushuaia;Tecnico 3;0h 29min;25/9/2024;26/9/2024;2024
SV-001530;EQP-0066;CLI-026;Cliente 026;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificacion de batería;3/10/2025 21:00;4/10/2025 21:00;0,58;J. Pérez;Reparado;sin_repuestos;16.240;0;16.240;Obra 5 - Ushuaia;Ushuaia;Tecnico 1;0h 35min;3/10/2025;4/10/2025;2025
SV-001686;EQP-0012;CLI-030;Cliente 030;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificacion de batería;4/4/2022 21:00;5/4/2022 21:00;0,56;M. Ruiz;Reparado;sin_repuestos;15.680;0;15.680;Deposito 2 - Tolhuin;Tolhuin;Tecnico 3;0h 34min;4/4/2022;5/4/2022;2022
SV-001688;EQP-0012;CLI-030;Cliente 030;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificacion de batería;23/12/2022 21:00;24/12/2022 21:00;0,25;L. Gómez;Reparado;sin_repuestos;7.000;0;7.000;Deposito 2 - Ushuaia;Ushuaia;Tecnico 2;0h 15min;23/12/2022;24/12/2022;2022
SV-001695;EQP-0012;CLI-030;Cliente 030;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificacion de batería;25/3/2025 21:00;26/3/2025 21:00;1,5;M. Gómez;Reparado;sin_repuestos;13.440;0;13.440;Deposito 2 - Ushuaia;Ushuaia;Tecnico 7;1h 30min;25/3/2025;26/3/2025;2025
SV-001806;EQP-0057;CLI-030;Cliente 030;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificacion de batería;25/12/2021 21:00;26/12/2021 21:00;0,41;J. Pérez;Reparado;sin_repuestos;11.480;0;11.480;Planta 4 - Tolhuin;Tolhuin;Tecnico 1;0h 25min;25/12/2021;26/12/2021;2021
SV-001808;EQP-0057;CLI-030;Cliente 030;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificacion de batería;25/12/2022 21:00;26/12/2022 21:00;0,61;J. Pérez;Reparado;sin_repuestos;17.080;0;17.080;Planta 4 - Tolhuin;Tolhuin;Tecnico 1;0h 37min;25/12/2022;26/12/2022;2022
SV-001889;EQP-0093;CLI-030;Cliente 030;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificacion de batería;23/3/2023 21:00;24/3/2023 21:00;0,52;M. Gómez;Reparado;sin_repuestos;14.560;0;14.560;Sucursal 4 - Ushuaia;Ushuaia;Tecnico 7;0h 31min;23/3/2023;24/3/2023;2023
SV-001890;EQP-0093;CLI-030;Cliente 030;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificacion de batería;29/6/2023 21:00;30/6/2023 21:00;1,5;R. Soto;Reparado;sin_repuestos;9.240;0;9.240;Sucursal 4 - Ushuaia;Ushuaia;Tecnico 4;1h 30min;29/6/2023;30/6/2023;2023
SV-001891;EQP-0093;CLI-030;Cliente 030;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificacion de batería;22/9/2023 21:00;23/9/2023 21:00;0,53;J. Pérez;Reparado;sin_repuestos;14.840;0;14.840;Sucursal 4 - Ushuaia;Ushuaia;Tecnico 1;0h 32min;22/9/2023;23/9/2023;2023
SV-001892;EQP-0093;CLI-030;Cliente 030;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificacion de batería;3/1/2024 21:00;4/1/2024 21:00;0,25;M. Ruiz;Reparado;sin_repuestos;7.000;0;7.000;Sucursal 4 - Rio Grande;Rio Grande;Tecnico 3;0h 15min;3/1/2024;4/1/2024;2024
SV-001894;EQP-0093;CLI-030;Cliente 030;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificacion de batería;1/7/2024 21:00;2/7/2024 21:00;0,64;J. Pérez;Reparado;sin_repuestos;17.920;0;17.920;Sucursal 4 - Tolhuin;Tolhuin;Tecnico 1;0h 38min;1/7/2024;2/7/2024;2024
SV-001897;EQP-0093;CLI-030;Cliente 030;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificacion de batería;24/6/2025 21:00;25/6/2025 21:00;0,59;M. Ruiz;Reparado;sin_repuestos;16.520;0;16.520;Sucursal 4 - Tolhuin;Tolhuin;Tecnico 3;0h 35min;24/6/2025;25/6/2025;2025
SV-002175;EQP-0006;CLI-036;Cliente 036;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificacion de batería;29/5/2025 21:00;30/5/2025 21:00;0,79;M. Gómez;Reparado;sin_repuestos;22.120;0;22.120;Planta 1 - Rio Grande;Rio Grande;Tecnico 7;0h 47min;29/5/2025;30/5/2025;2025
SV-002702;EQP-0087;CLI-038;Cliente 038;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificacion de batería;31/12/2022 21:00;1/1/2023 21:00;1,5;L. Gómez;Reparado;sin_repuestos;10.640;0;10.640;Oficina 1 - Tolhuin;Tolhuin;Tecnico 2;1h 30min;31/12/2022;1/1/2023;2022
SV-002703;EQP-0087;CLI-038;Cliente 038;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificacion de batería;3/3/2023 21:00;3/4/2023 21:00;0,51;A. Torres;Reparado;sin_repuestos;14.280;0;14.280;Oficina 1 - Tolhuin;Tolhuin;Tecnico 6;0h 31min;3/3/2023;3/4/2023;2023
SV-002705;EQP-0087;CLI-038;Cliente 038;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificacion de batería;27/3/2024 21:00;28/3/2024 21:00;0,55;M. Gómez;Reparado;sin_repuestos;15.400;0;15.400;Oficina 1 - Ushuaia;Ushuaia;Tecnico 7;0h 33min;27/3/2024;28/3/2024;2024
SV-002710;EQP-0087;CLI-038;Cliente 038;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificacion de batería;29/9/2025 21:00;30/9/2025 21:00;1,5;S. López;Reparado;sin_repuestos;22.120;0;22.120;Oficina 1 - Ushuaia;Ushuaia;Tecnico 5;1h 30min;29/9/2025;30/9/2025;2025
SV-002846;EQP-0098;CLI-039;Cliente 039;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificacion de batería;24/6/2023 21:00;25/6/2023 21:00;0,56;M. Gómez;Reparado;sin_repuestos;15.680;0;15.680;Sucursal 3 - Ushuaia;Ushuaia;Tecnico 7;0h 34min;24/6/2023;25/6/2023;2023
SV-002851;EQP-0098;CLI-039;Cliente 039;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificacion de batería;23/9/2024 21:00;24/9/2024 21:00;0,54;J. Pérez;Reparado;sin_repuestos;15.120;0;15.120;Sucursal 3 - Tolhuin;Tolhuin;Tecnico 1;0h 32min;23/9/2024;24/9/2024;2024
