inventario_id;cliente_id;ubicacion;tipo_equipo;marca;modelo;plan_id;actividad;frecuencia_meses;criticidad;programado_para;programado_para_normalizada;estado;fecha_ejecucion;fecha_ejecucion_normalizada;responsable;duracion_estimada_h
EQP-0089;CLI-044;Taller 3 - Tolhuin;Motor Cummins;Cummins;QSB 4.5;BAD-CU-003;Sustitución de filtro de aire primario/secundario;6;Media;7/1/2024;7/1/2024;Ejecutado;06-25-2024;25/6/2024;L. Gómez;1
EQP-0011;CLI-049;Obra 5 - Río Grande;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-009;Limpieza general y revisión de terminales;6;Baja;1/1/2023;1/1/2023;Ejecutado;31/12/2022 00:00;31/12/2022;A. Torres;1
EQP-0006;CLI-036;Planta 1 - Tolhuin;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-009;Limpieza general y revisión de terminales;6;Baja;1/3/2025 00:00;1/3/2025;Ejecutado;1/3/2025 00:00;1/3/2025;S. López;1
EQP-0050;CLI-024;Taller 5 - Ushuaia;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-007;Limpieza de compartimiento y protección anticorrosión;12;Baja;1/1/2025;1/1/2025;Ejecutado;25/12/2024 00:00;25/12/2024;R. Soto;0,75
EQP-0050;CLI-024;Taller 5 - Río Grande;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-005;Verificación de válvulas y ajuste de luz;12;Alta;1/1/2024 00:00;1/1/2024;Ejecutado;4/1/2024 00:00;4/1/2024;L. Gómez;1,5
EQP-0091;CLI-044;Obra 2 - Tolhuin;Hidrolavadora Karcher;Karcher;HDS 9/18-4 M;KH-003;Revisión del sistema de seguridad y válvula de rebose;3;Alta;1/10/2025 00:00;1/10/2025;Ejecutado;Sin datos;null;M. Gómez;1
EQP-0035;CLI-026;Oficina 3 - Tolhuin;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-001;Cambio de aceite y filtro;6;Alta;1/9/2025 00:00;1/9/2025;Ejecutado;Sin datos;null;J. Pérez;1,5
EQP-0095;CLI-044;Taller 2 - Tolhuin;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;3;Alta;1/7/2023 00:00;1/7/2023;Ejecutado;1/7/2023 00:00;1/7/2023;Sin datos;1
EQP-0097;CLI-044;Sucursal 5 - Río Grande;Hidrolavadora Karcher;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;1/3/2024;1/3/2024;Ejecutado;23/2/2024 00:00;23/2/2024;S. López;0,5
EQP-0074;CLI-049;Oficina 2 - Ushuaia;Generador Generac Guardian;Generac;Guardian 10 kVA (50Hz);GG-008;Verificación de sistema de arranque automático;6;Media;1/1/2024 00:00;1/1/2024;Ejecutado;2027-13-40;null;L. Gómez;0,5
EQP-0008;CLI-023;Sucursal 4 - Río Grande;Hidrolavadora Karcher;Karcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;1;Baja;1/1/2025;1/1/2025;Ejecutado;1/3/2025;3/1/2025;A. Torres;0,5
EQP-0088;CLI-044;Sucursal 4 - Río Grande;Hidrolavadora Karcher;Karcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;1;Baja;1/3/2025;1/3/2025;Planificado;Sin datos;null;A. Torres;0,5
EQP-0053;CLI-044;Oficina 2 - Ushuaia;Hidrolavadora Karcher;Karcher;HDS 12/18-4 S;KH-009;Revisión del quemador y válvula de seguridad;6;Alta;7/1/2024;7/1/2024;Planificado;Sin datos;null;M. Gómez;1
EQP-0074;CLI-049;Oficina 2 - Tolhuin;Generador Generac Guardian;Generac;Guardian 10 kVA (50Hz);GG-004;Comprobación de batería y cargador;3;Media;1/1/2025 00:00;1/1/2025;Ejecutado;2027-13-40;null;S. López;0,5
EQP-0058;CLI-008;Oficina 5 - Río Grande;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificación de batería;3;Media;1/6/2024 00:00;1/6/2024;Ejecutado;27/5/2024 00:00;27/5/2024;L. Gómez;0,5
EQP-0043;CLI-030;Depósito 3 - Río Grande;Motor Cummins;Cummins;QSB 4.5;CU-007;Verificación de batería y alternador;3;Media;1/4/2025 00:00;1/4/2025;Pendiente;Sin datos;null;Sin datos;0,5
EQP-0064;CLI-038;Depósito 4 - Ushuaia;Hidrolavadora Karcher;Karcher;HDS 12/18-4 S;KH-009;Revisión del quemador y válvula de seguridad;6;Alta;1/1/2025;1/1/2025;Ejecutado;25/12/2024 00:00;25/12/2024;M. Gómez;1
EQP-0046;CLI-039;Depósito 3 - Ushuaia;Hidrolavadora Karcher;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;2/1/2025;2/1/2025;Planificado;Sin datos;null;J. Pérez;0,5
EQP-0067;CLI-005;Sucursal 3 - Ushuaia;Hidrolavadora Karcher;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;1/7/2022 00:00;1/7/2022;Planificado;Sin datos;null;J. Pérez;0,5
EQP-0006;CLI-036;Planta 1 - Tolhuin;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;3;Media;1/6/2025 00:00;1/6/2025;Ejecutado;30/5/2025;30/5/2025;L. Gómez;1,5
EQP-0001;CLI-025;Sucursal 3 - Río Grande;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;3;Media;1/10/2022 00:00;1/10/2022;Ejecutado;30/9/2022 00:00;30/9/2022;L. Gómez;1,5
EQP-0011;CLI-049;Obra 5 - Río Grande;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-005;Limpieza de radiador y sistema de refrigeración;6;Media;1/1/2022 00:00;1/1/2022;Ejecutado;2027-13-40;null;L. Gómez;1,5
EQP-0032;CLI-026;Planta 3 - Tolhuin;Hidrolavadora Karcher;Karcher;HDS 9/18-4 M;KH-006;Limpieza del sistema de calefacción;12;Media;1/5/2022 00:00;1/5/2022;Ejecutado;Sin datos;null;S. López;1
EQP-0062;CLI-044;Obra 1 - Río Grande;Generador Generac Guardian;Generac;Guardian 10 kVA (50Hz);GG-001;Cambio de aceite y filtro;6;Alta;1/12/2022 00:00;1/12/2022;Planificado;Sin datos;null;L. Gómez;1,5
EQP-0084;CLI-044;Oficina 3 - Río Grande;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-002;Reemplazo de filtro de aire;6;Media;1/1/2022 00:00;1/1/2022;Ejecutado;5/1/2022 00:00;5/1/2022;J. Pérez;1
EQP-0098;CLI-039;Sucursal 3 - Tolhuin;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;3;Media;1/7/2024 00:00;1/7/2024;Planificado;Sin datos;null;M. Ruiz;1,5
EQP-0094;CLI-044;Taller 2 - Tolhuin;Hidrolavadora Karcher;Karcher;HDS 9/18-4 M;KH-003;Revisión del sistema de seguridad y válvula de rebose;3;Alta;1/10/2022 00:00;1/10/2022;Ejecutado;7/10/2022 00:00;7/10/2022;L. Gómez;1
EQP-0060;CLI-049;Obra 3 - Río Grande;Generador Generac Guardian;Generac;Guardian 8 kVA (50Hz);GG-004;Comprobación de batería y cargador;3;Media;1/1/2024;1/1/2024;Planificado;Sin datos;null;M. Gómez;0,5
EQP-0075;CLI-049;Oficina 2 - Río Grande;Motor Cummins;Cummins;QSB 4.5;CU-009;Ensayo de carga y control de emisiones;12;Alta;1/1/2025 00:00;1/1/2025;Planificado;Sin datos;null;R. Soto;2
EQP-0100;CLI-032;Planta 2 - Río Grande;Hidrolavadora Karcher;Karcher;HDS 12/18-4 S;KH-001;Limpieza de filtros de agua y combustible;1;Media;1/12/2024 00:00;1/12/2024;Ejecutado;26/11/2024 00:00;26/11/2024;S. López;0,5
EQP-0022;CLI-004;Planta 4 - Río Grande;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;3;Alta;1/10/2025 00:00;1/10/2025;Ejecutado;1/1/1900;1/1/1900;M. Gómez;1
EQP-0088;CLI-044;Sucursal 4 - Ushuaia;Hidrolavadora Karcher;Karcher;HDS 9/18-4 M;KH-010;Limpieza de tanque de detergente y prueba general;12;Baja;1/7/2024 00:00;1/7/2024;Ejecutado;30/6/2024 00:00;30/6/2024;S. López;0,75
EQP-0010;CLI-030;Taller 4 - Ushuaia;Motor Cummins;Cummins;QSB 6.7;CU-002;Revisión de inyectores y limpieza de bomba;12;Alta;1/6/2025 00:00;1/6/2025;Ejecutado;8/6/2025 00:00;8/6/2025;R. Soto;3
EQP-0035;CLI-026;Oficina 3 - Río Grande;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-006;Prueba de carga en modo manual;3;Media;1/9/2024 00:00;1/9/2024;Ejecutado;1/1/1900;1/1/1900;A. Torres;0,75
EQP-0094;CLI-044;Taller 2 - Río Grande;Hidrolavadora Karcher;Karcher;HDS 9/18-4 M;KH-002;Cambio de aceite de bomba;6;Alta;1/1/2025 00:00;1/1/2025;Ejecutado;6/1/2025 00:00;6/1/2025;J. Pérez;1
EQP-0006;CLI-036;Planta 1 - Ushuaia;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-001;Cambio de aceite de motor y filtro;3;Alta;1/9/2024 00:00;1/9/2024;Planificado;Sin datos;null;J. Pérez;2
EQP-0092;CLI-026;Planta 2 - Tolhuin;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-004;Comprobación de batería y cargador;3;Media;1/4/2023;1/4/2023;Ejecutado;4/8/2023;8/4/2023;J. Pérez;0,5
EQP-0053;CLI-044;Oficina 2 - Río Grande;Hidrolavadora Karcher;Karcher;HDS 12/18-4 S;KH-004;Limpieza de mangueras y boquillas;1;Baja;1/5/2025 00:00;1/5/2025;Planificado;Sin datos;null;L. Gómez;0,5
EQP-0012;CLI-030;Depósito 2 - Río Grande;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;3;Media;1/1/2025 00:00;1/1/2025;Ejecutado;7/1/2025 00:00;7/1/2025;L. Gómez;1,5
EQP-0092;CLI-026;Planta 2 - Tolhuin;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-008;Verificación de sistema de arranque automático;6;Media;1/4/2024 00:00;1/4/2024;Ejecutado;1/4/2024 00:00;1/4/2024;M. Ruiz;0,5
EQP-0075;CLI-049;Oficina 2 - Río Grande;Motor Cummins;Cummins;QSB 4.5;CU-003;Sustitución de filtro de aire primario/secundario;6;Media;1/1/2023 00:00;1/1/2023;Planificado;Sin datos;null;M. Ruiz;1
EQP-0026;CLI-026;Taller 4 - Ushuaia;Hidrolavadora Karcher;Karcher;HDS 12/18-4 S;BAD-KH-001;Limpieza de filtros de agua y combustible;1;Media;1/5/2023;1/5/2023;Ejecutado;3/5/2023 00:00;3/5/2023;M. Gómez;0,5
EQP-0097;CLI-044;Sucursal 5 - Ushuaia;Hidrolavadora Karcher;Karcher;HDS 9/18-4 M;BAD-KH-002;Cambio de aceite de bomba;6;Alta;1/3/2024;1/3/2024;Ejecutado;1/1/1900;1/1/1900;L. Gómez;1
EQP-0059;CLI-049;Oficina 1 - Tolhuin;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-005;Limpieza de radiador y sistema de refrigeración;6;Media;1/2/2025 00:00;1/2/2025;Ejecutado;31/1/2025 00:00;31/1/2025;L. Gómez;1,5
EQP-0017;CLI-049;Sucursal 2 - Ushuaia;Hidrolavadora Karcher;Karcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;1;Baja;1/8/2025 00:00;1/8/2025;Planificado;Sin datos;null;M. Ruiz;0,5
EQP-0046;CLI-039;Depósito 3 - Ushuaia;Hidrolavadora Karcher;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;1/6/2024 00:00;1/6/2024;Planificado;Sin datos;null;R. Soto;0,5
EQP-0085;CLI-001;Depósito 3 - Tolhuin;Generador Generac Guardian;Generac;Guardian 8 kVA (50Hz);GG-001;Cambio de aceite y filtro;6;Alta;1/7/2025 00:00;1/7/2025;Planificado;Sin datos;null;L. Gómez;1,5
EQP-0037;CLI-032;Obra 3 - Tolhuin;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-004;Comprobación de batería y cargador;3;Media;1/7/2025 00:00;1/7/2025;Ejecutado;29/6/2025 00:00;29/6/2025;S. López;0,5
EQP-0027;CLI-049;Depósito 5 - Tolhuin;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-007;Inspección del alternador y cepillos;12;Media;1/3/2022 00:00;1/3/2022;Ejecutado;7/3/2022 00:00;7/3/2022;M. Ruiz;1
EQP-0013;CLI-036;Oficina 1 - Tolhuin;Hidrolavadora Karcher;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;1/10/2025 00:00;1/10/2025;Ejecutado;1/10/2025 00:00;1/10/2025;R. Soto;0,5
EQP-0037;CLI-032;Obra 3 - Río Grande;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-009;Ensayo general y actualización de firmware;12;Media;1/1/2023 00:00;1/1/2023;Programado;Sin datos;null;A. Torres;1
EQP-0093;CLI-030;Sucursal 4 - Río Grande;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-004;Revisión de correas de ventilador y tensión;12;Media;1/1/2025 00:00;1/1/2025;Planificado;Sin datos;null;Sin datos;1
EQP-0032;CLI-026;Planta 3 - Río Grande;Hidrolavadora Karcher;Karcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;1;Baja;1/9/2024 00:00;1/9/2024;Ejecutado;28/8/2024 00:00;28/8/2024;Sin datos;0,5
EQP-0044;CLI-017;Taller 5 - Río Grande;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificación de batería;3;Media;10/1/2023;10/1/2023;Planificado;Sin datos;null;L. Gómez;0,5
EQP-0064;CLI-038;Depósito 4 - Ushuaia;Hidrolavadora Karcher;Karcher;HDS 12/18-4 S;KH-009;Revisión del quemador y válvula de seguridad;6;Alta;1/7/2025 00:00;1/7/2025;Planificado;Sin datos;null;S. López;1
EQP-0044;CLI-017;Taller 5 - Río Grande;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;3;Media;1/1/2025 00:00;1/1/2025;Ejecutado;25/12/2024 00:00;25/12/2024;M. Ruiz;1,5
EQP-0001;CLI-025;Sucursal 3 - Río Grande;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-002;Reemplazo de filtro de aire;6;Media;1/1/2023 00:00;1/1/2023;Ejecutado;30/12/2022 00:00;30/12/2022;S. López;1
EQP-0064;CLI-038;Depósito 4 - Ushuaia;Hidrolavadora Karcher;Karcher;HDS 12/18-4 S;KH-008;Cambio de filtro fino de bomba;6;Alta;1/1/2023 00:00;1/1/2023;Ejecutado;6/1/2023 00:00;6/1/2023;L. Gómez;0,75
EQP-0066;CLI-026;Obra 5 - Ushuaia;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-001;Cambio de aceite de motor y filtro;3;Alta;1/10/2025 00:00;1/10/2025;Ejecutado;2027-13-40;null;M. Gómez;2
EQP-0060;CLI-049;Obra 3 - Río Grande;Generador Generac Guardian;Generac;Guardian 8 kVA (50Hz);GG-006;Prueba de carga en modo manual;3;Media;1/10/2025 00:00;1/10/2025;Ejecutado;25/9/2025;25/9/2025;L. Gómez;0,75
EQP-0031;CLI-049;Oficina 3 - Río Grande;Hidrolavadora Karcher;Karcher;HDS 12/18-4 S;KH-001;Limpieza de filtros de agua y combustible;1;Media;1/4/2025 00:00;1/4/2025;Ejecutado;25/3/2025 00:00;25/3/2025;J. Pérez;0,5
EQP-0044;CLI-017;Taller 5 - Río Grande;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificación de batería;3;Media;1/7/2022 00:00;1/7/2022;Ejecutado;7/7/2022;7/7/2022;S. López;0,5
EQP-0088;CLI-044;Sucursal 4 - Tolhuin;Hidrolavadora Karcher;Karcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;1;Baja;1/1/2025 00:00;1/1/2025;Ejecutado;12-29-2024;29/12/2024;J. Pérez;0,5
EQP-0008;CLI-023;Sucursal 4 - Río Grande;Hidrolavadora Karcher;Karcher;HDS 9/18-4 M;KH-005;Sustitución de filtro de detergente;6;Media;1/7/2024 00:00;1/7/2024;Ejecutado;28/6/2024 00:00;28/6/2024;M. Ruiz;0,5
EQP-0022;CLI-004;Planta 4 - Río Grande;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;3;Alta;1/7/2025 00:00;1/7/2025;Ejecutado;3/7/2025 00:00;3/7/2025;L. Gómez;1
EQP-0085;CLI-001;Depósito 3 - Tolhuin;Generador Generac Guardian;Generac;Guardian 8 kVA (50Hz);GG-005;Verificación de válvulas y ajuste de luz;12;Alta;1/1/2025;1/1/2025;Ejecutado;4/1/2025 00:00;4/1/2025;M. Gómez;1,5
EQP-0022;CLI-004;Planta 4 - Río Grande;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;3;Media;1/7/2025 00:00;1/7/2025;Planificado;Sin datos;null;M. Ruiz;1,5
EQP-0035;CLI-026;Oficina 3 - Ushuaia;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-002;Limpieza o reemplazo de filtro de aire;12;Media;1/9/2025 00:00;1/9/2025;Ejecutado;1/9/2025 00:00;1/9/2025;A. Torres;0,75
EQP-0099;CLI-005;Depósito 4 - Río Grande;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;3;Alta;1/10/2022 00:00;1/10/2022;Ejecutado;1/1/1900;1/1/1900;R. Soto;1
EQP-0074;CLI-049;Oficina 2 - Ushuaia;Generador Generac Guardian;Generac;Guardian 10 kVA (50Hz);GG-004;Comprobación de batería y cargador;3;Media;1/7/2023 00:00;1/7/2023;Planificado;Sin datos;null;M. Ruiz;0,5
EQP-0026;CLI-026;Taller 4 - Tolhuin;Hidrolavadora Karcher;Karcher;HDS 12/18-4 S;KH-002;Cambio de aceite de bomba;6;Alta;1/10/2025 00:00;1/10/2025;Ejecutado;7/10/2025 00:00;7/10/2025;M. Ruiz;1
EQP-0080;CLI-049;Depósito 3 - Ushuaia;Motor Cummins;Cummins;QSB 6.7;CU-007;Verificación de batería y alternador;3;Media;1/4/2023 00:00;1/4/2023;Ejecutado;2/4/2023 00:00;2/4/2023;Sin datos;0,5
EQP-0088;CLI-044;Sucursal 4 - Tolhuin;Hidrolavadora Karcher;Karcher;HDS 9/18-4 M;KH-009;Revisión del quemador y válvula de seguridad;6;Alta;1/7/2023 00:00;1/7/2023;Ejecutado;24/6/2023 00:00;24/6/2023;R. Soto;1
EQP-0063;CLI-048;Sucursal 4 - Tolhuin;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-002;Reemplazo de filtro de aire;6;Media;1/1/2022 00:00;1/1/2022;Ejecutado;5/1/2022 00:00;5/1/2022;S. López;1
EQP-0088;CLI-044;Sucursal 4 - Río Grande;Hidrolavadora Karcher;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;1/3/2025 00:00;1/3/2025;Ejecutado;8/3/2025 00:00;8/3/2025;M. Gómez;0,5
EQP-0066;CLI-026;Obra 5 - Río Grande;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-005;Limpieza de radiador y sistema de refrigeración;6;Media;1/7/2025 00:00;1/7/2025;Planificado;Sin datos;null;S. López;1,5
EQP-0010;CLI-030;Taller 4 - Río Grande;Motor Cummins;Cummins;QSB 6.7;CU-004;Limpieza de sistema de refrigeración y verificación de termostato;12;Media;1/6/2025;1/6/2025;Ejecutado;5/6/2025;5/6/2025;M. Ruiz;2
EQP-0046;CLI-039;Depósito 3 - Ushuaia;Hidrolavadora Karcher;Karcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;1;Baja;1/7/2025 00:00;1/7/2025;Ejecutado;2/7/2025;2/7/2025;L. Gómez;0,5
EQP-0073;CLI-044;Obra 4 - Río Grande;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;3;Alta;1/6/2025 00:00;1/6/2025;Planificado;Sin datos;null;Sin datos;1
EQP-0041;CLI-005;Taller 2 - Río Grande;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-005;Limpieza de radiador y sistema de refrigeración;6;Media;1/7/2024 00:00;1/7/2024;Ejecutado;26/6/2024 00:00;26/6/2024;R. Soto;1,5
EQP-0032;CLI-026;Planta 3 - Tolhuin;Hidrolavadora Karcher;Karcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;1;Baja;1/8/2025 00:00;1/8/2025;Ejecutado;7/8/2025 00:00;7/8/2025;L. Gómez;0,5
EQP-0036;CLI-044;Taller 2 - Tolhuin;Generador Generac Guardian;Generac;Guardian 10 kVA (50Hz);GG-004;Comprobación de batería y cargador;3;Media;1/4/2025 00:00;1/4/2025;Ejecutado;3/4/2025 00:00;3/4/2025;J. Pérez;0,5
EQP-0021;CLI-026;Obra 2 - Tolhuin;Motor Cummins;Cummins;QSB 4.5;CU-007;Verificación de batería y alternador;3;Media;1/1/2022 00:00;1/1/2022;Ejecutado;27/12/2021 00:00;27/12/2021;S. López;0,5
EQP-0085;CLI-001;Depósito 3 - Tolhuin;Generador Generac Guardian;Generac;Guardian 8 kVA (50Hz);GG-009;Ensayo general y actualización de firmware;12;Media;1/1/2023 00:00;1/1/2023;Ejecutado;12-25-2022;25/12/2022;L. Gómez;1
EQP-0067;CLI-005;Sucursal 3 - Tolhuin;Hidrolavadora Karcher;Karcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;1;Baja;1/7/2022 00:00;1/7/2022;Ejecutado;5/7/2022;5/7/2022;R. Soto;0,5
EQP-0053;CLI-044;Oficina 2 - Ushuaia;Hidrolavadora Karcher;Karcher;HDS 12/18-4 S;KH-001;Limpieza de filtros de agua y combustible;1;Media;1/3/2025 00:00;1/3/2025;Ejecutado;2027-13-40;null;R. Soto;0,5
EQP-0081;CLI-040;Obra 5 - Río Grande;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-008;Prueba de arranque y verificación de batería;3;Media;1/7/2025 00:00;1/7/2025;Planificado;Sin datos;null;S. López;0,5
EQP-0016;CLI-049;Oficina 5 - Ushuaia;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-005;Limpieza de radiador y sistema de refrigeración;6;Media;11/1/2022;11/1/2022;Ejecutado;30/10/2022;30/10/2022;R. Soto;1,5
EQP-0024;CLI-036;Planta 5 - Tolhuin;Hidrolavadora Karcher;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;1/6/2023 00:00;1/6/2023;Ejecutado;6/5/2023;5/6/2023;J. Pérez;0,5
EQP-0060;CLI-049;Obra 3 - Tolhuin;Generador Generac Guardian;Generac;Guardian 8 kVA (50Hz);GG-003;Revisión de bujías y electrodos;12;Media;2027-13-40;null;Ejecutado;26/12/2022 00:00;26/12/2022;L. Gómez;1
EQP-0043;CLI-030;Depósito 3 - Río Grande;Motor Cummins;Cummins;QSB 4.5;CU-001;Cambio de aceite y filtro de lubricación;6;Alta;1/1/2023 00:00;1/1/2023;Ejecutado;6/1/2023 00:00;6/1/2023;R. Soto;2
EQP-0017;CLI-049;Sucursal 2 - Ushuaia;Hidrolavadora Karcher;Karcher;HDS 9/18-4 M;KH-003;Revisión del sistema de seguridad y válvula de rebose;3;Alta;1/2/2024 00:00;1/2/2024;Pendiente;Sin datos;null;M. Gómez;1
EQP-0036;CLI-044;Taller 2 - Ushuaia;Generador Generac Guardian;Generac;Guardian 10 kVA (50Hz);GG-006;Prueba de carga en modo manual;3;Media;1/4/2024 00:00;1/4/2024;Planificado;Sin datos;null;L. Gómez;0,75
EQP-0061;CLI-026;Planta 2 - Río Grande;Motor Cummins;Cummins;QSB 4.5;CU-007;Verificación de batería y alternador;3;Media;1/8/2025 00:00;1/8/2025;Planificado;Sin datos;null;R. Soto;0,5
EQP-0003;CLI-048;Taller 3 - Tolhuin;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-006;Cambio de filtro de combustible;3;Alta;1/4/2024 00:00;1/4/2024;Planificado;Sin datos;null;A. Torres;1
EQP-0062;CLI-044;Obra 1 - Río Grande;Generador Generac Guardian;Generac;Guardian 10 kVA (50Hz);GG-006;Prueba de carga en modo manual;3;Media;1/9/2025 00:00;1/9/2025;Ejecutado;26/8/2025 00:00;26/8/2025;J. Pérez;0,75
EQP-0024;CLI-036;Planta 5 - Tolhuin;Hidrolavadora Karcher;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;2027-13-40;null;Planificado;Sin datos;null;Sin datos;0,5
EQP-0029;CLI-013;Depósito 5 - Tolhuin;Generador Generac Guardian;Generac;Guardian 8 kVA (50Hz);GG-008;Verificación de sistema de arranque automático;6;Media;1/9/2023 00:00;1/9/2023;Ejecutado;3/9/2023 00:00;3/9/2023;M. Gómez;0,5
EQP-0019;CLI-036;Planta 1 - Tolhuin;Generador Generac Guardian;Generac;Guardian 13 kVA (50Hz);GG-008;Verificación de sistema de arranque automático;6;Media;2027-13-40;null;Ejecutado;6/8/2023 00:00;6/8/2023;S. López;0,5
EQP-0027;CLI-049;Depósito 5 - Tolhuin;Soldadora Lincoln Ranger;Lincoln Electric;Ranger 305D;LR-003;Limpieza de sistema de combustible y drenaje de sedimentos;3;Media;9/1/2024;9/1/2024;Planificado;1/1/1900;1/1/1900;S. López;1,5
EQP-0088;CLI-044;Sucursal 4 - Ushuaia;Hidrolavadora Karcher;Karcher;HDS 9/18-4 M;KH-002;Cambio de aceite de bomba;6;Alta;1/1/2025 00:00;1/1/2025;Planificado;Sin datos;null;J. Pérez;1
EQP-0013;CLI-036;Oficina 1 - Tolhuin;Hidrolavadora Karcher;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;6/1/2023;6/1/2023;Ejecutado;30/5/2023 00:00;30/5/2023;J. Pérez;0,5
EQP-0100;CLI-032;Planta 2 - Río Grande;Hidrolavadora Karcher;Karcher;HDS 12/18-4 S;KH-004;Limpieza de mangueras y boquillas;1;Baja;1/10/2024 00:00;1/10/2024;Ejecutado;1/10/2024 00:00;1/10/2024;S. López;0,5
EQP-0013;CLI-036;Oficina 1 - Río Grande;Hidrolavadora Karcher;Karcher;HDS 9/18-4 M;KH-001;Limpieza de filtros de agua y combustible;1;Media;1/8/2022 00:00;1/8/2022;Pendiente;Sin datos;null;M. Gómez;0,5
EQP-0039;CLI-044;Planta 2 - Ushuaia;Hidrolavadora Karcher;Karcher;HDS 9/18-4 M;KH-004;Limpieza de mangueras y boquillas;1;Baja;1/1/2022 00:00;1/1/2022;Ejecutado;1/1/2022 00:00;1/1/2022;A. Torres;0,5
