inventario_id;cliente_id;Locacion;Ciudad;tipo_equipo;marca;modelo;plan_id;actividad;frecuencia_meses;criticidad;programado_para;programado_para_normalizada;estado;fecha_ejecucion_normalizada;fecha_ejecucion;responsable;duracion_estimada_h
EQP-0076;CLI-044;Taller 2 - Ushuaia; Ushuaia;Motor;Cummins;QSB 4.5;CU-003;SUSTITUCIÓN DE FILTRO DE AIRE PRIMARIO/SECUNDARIO;6;Media;;1/6/2025;Ejecutado;viernes, 30 de mayo de 2025;30/5/2025 00:00;L. GÓMEZ;1
EQP-0080;CLI-049;Depósito 3 - Ushuaia; Ushuaia;Motor;Cummins;QSB 6.7;CU-003;SUSTITUCIÓN DE FILTRO DE AIRE PRIMARIO/SECUNDARIO;6;Media;;1/7/2023;Ejecutado;viernes, 30 de junio de 2023;30/6/2023;R. SOTO;1
EQP-0002;CLI-036;Sucursal 4 - Tolhuin; Tolhuin;Motor;Cummins;QSB 6.7;CU-003;SUSTITUCIÓN DE FILTRO DE AIRE PRIMARIO/SECUNDARIO;6;Media;;1/7/2023;Ejecutado;viernes, 30 de junio de 2023;30/6/2023 00:00;M. GÓMEZ;1
EQP-0052;CLI-016;Taller 1 - Ushuaia; Ushuaia;Motor;Cummins;QSB 4.5;CU-003;SUSTITUCIÓN DE FILTRO DE AIRE PRIMARIO/SECUNDARIO;6;Media;;1/3/2025;Ejecutado;martes, 25 de febrero de 2025;25/2/2025 00:00;L. GÓMEZ;1
EQP-0005;CLI-001;Oficina 2 - Tolhuin; Tolhuin;Motor;Cummins;QSB 6.7;CU-003;SUSTITUCIÓN DE FILTRO DE AIRE PRIMARIO/SECUNDARIO;6;Media;;1/6/2025;Ejecutado;martes, 27 de mayo de 2025;27/5/2025 00:00;A. TORRES;1
EQP-0079;CLI-014;Taller 2 - Río Grande; Río Grande;Motor;Cummins;QSB 6.7;CU-003;SUSTITUCIÓN DE FILTRO DE AIRE PRIMARIO/SECUNDARIO;6;Media;;1/4/2024;Ejecutado;jueves, 28 de marzo de 2024;28/3/2024 00:00;R. SOTO;1
EQP-0068;CLI-049;Oficina 3 - Ushuaia; Ushuaia;Motor;Cummins;QSB 6.7;CU-003;SUSTITUCIÓN DE FILTRO DE AIRE PRIMARIO/SECUNDARIO;6;Media;;1/1/2022;Ejecutado;miércoles, 1 de junio de 2022;1/1/1900;L. GÓMEZ;1
EQP-0028;CLI-026;Planta 5 - Tolhuin; Tolhuin;Motor;Cummins;QSB 4.5;CU-003;SUSTITUCIÓN DE FILTRO DE AIRE PRIMARIO/SECUNDARIO;6;Media;;1/5/2022;Ejecutado;miércoles, 4 de mayo de 2022;4/5/2022 00:00;M. GÓMEZ;1
EQP-0068;CLI-049;Oficina 3 - Río Grande; Río Grande;Motor;Cummins;QSB 6.7;CU-003;SUSTITUCIÓN DE FILTRO DE AIRE PRIMARIO/SECUNDARIO;6;Media;;1/7/2022;Ejecutado;lunes, 27 de junio de 2022;27/6/2022 00:00;M. RUIZ;1
EQP-0010;CLI-030;Taller 4 - Ushuaia; Ushuaia;Motor;Cummins;QSB 6.7;CU-003;SUSTITUCIÓN DE FILTRO DE AIRE PRIMARIO/SECUNDARIO;6;Media;;1/6/2025;Ejecutado;miércoles, 4 de junio de 2025;4/6/2025;S. LÓPEZ;1
EQP-0068;CLI-049;Oficina 3 - Río Grande; Río Grande;Motor;Cummins;QSB 6.7;CU-003;SUSTITUCIÓN DE FILTRO DE AIRE PRIMARIO/SECUNDARIO;6;Media;;1/7/2022;Ejecutado;lunes, 27 de junio de 2022;27/6/2022;M. RUIZ;1
EQP-0089;CLI-044;Taller 3 - Tolhuin; Tolhuin;Motor;Cummins;QSB 4.5;CU-003;SUSTITUCIÓN DE FILTRO DE AIRE PRIMARIO/SECUNDARIO;6;Media;;1/7/2023;Ejecutado;martes, 4 de julio de 2023;4/7/2023 00:00;A. TORRES;1
EQP-0007;CLI-036;Taller 4 - Tolhuin; Tolhuin;Motor;Cummins;QSB 4.5;CU-003;SUSTITUCIÓN DE FILTRO DE AIRE PRIMARIO/SECUNDARIO;6;Media;;1/7/2022;Ejecutado;martes, 5 de julio de 2022;5/7/2022 00:00;S. LÓPEZ;1
EQP-0021;CLI-026;Obra 2 - Tolhuin; Tolhuin;Motor;Cummins;QSB 4.5;CU-003;SUSTITUCIÓN DE FILTRO DE AIRE PRIMARIO/SECUNDARIO;6;Media;;1/7/2025;Ejecutado;jueves, 3 de julio de 2025;3/7/2025 00:00;M. GÓMEZ;1
EQP-0090;CLI-024;Sucursal 4 - Ushuaia; Ushuaia;Motor;Cummins;QSB 4.5;CU-003;SUSTITUCIÓN DE FILTRO DE AIRE PRIMARIO/SECUNDARIO;6;Media;;1/4/2023;Ejecutado;sábado, 1 de abril de 2023;1/4/2023 00:00;L. GÓMEZ;1
EQP-0052;CLI-016;Taller 1 - Tolhuin; Tolhuin;Motor;Cummins;QSB 4.5;CU-003;SUSTITUCIÓN DE FILTRO DE AIRE PRIMARIO/SECUNDARIO;6;Media;;1/3/2025;Ejecutado;martes, 25 de febrero de 2025;25/2/2025;L. GÓMEZ;1
EQP-0068;CLI-049;Oficina 3 - Ushuaia; Ushuaia;Motor;Cummins;QSB 6.7;CU-003;SUSTITUCIÓN DE FILTRO DE AIRE PRIMARIO/SECUNDARIO;6;Media;;1/1/2025;Ejecutado;domingo, 29 de diciembre de 2024;29/12/2024 00:00;M. GÓMEZ;1
EQP-0020;CLI-028;Depósito 3 - Tolhuin; Tolhuin;Motor;Cummins;QSB 4.5;CU-003;SUSTITUCIÓN DE FILTRO DE AIRE PRIMARIO/SECUNDARIO;6;Media;;1/1/2025;Ejecutado;domingo, 29 de diciembre de 2024;29/12/2024 00:00;L. GÓMEZ;1
EQP-0021;CLI-026;Obra 2 - Río Grande; Río Grande;Motor;Cummins;QSB 4.5;CU-003;SUSTITUCIÓN DE FILTRO DE AIRE PRIMARIO/SECUNDARIO;6;Media;;1/7/2022;Ejecutado;lunes, 4 de julio de 2022;4/7/2022 00:00;S. LÓPEZ;1
EQP-0043;CLI-030;Depósito 3 - Río Grande; Río Grande;Motor;Cummins;QSB 4.5;CU-003;SUSTITUCIÓN DE FILTRO DE AIRE PRIMARIO/SECUNDARIO;6;Media;;1/1/2025;Ejecutado;lunes, 30 de diciembre de 2024;30/12/2024 00:00;M. GÓMEZ;1
EQP-0080;CLI-049;Depósito 3 - Ushuaia; Ushuaia;Motor;Cummins;QSB 6.7;CU-003;SUSTITUCIÓN DE FILTRO DE AIRE PRIMARIO/SECUNDARIO;6;Media;;1/1/2024;Ejecutado;;2027-13-40;J. PÉREZ;1
EQP-0049;CLI-036;Sucursal 5 - Río Grande; Río Grande;Motor;Cummins;QSB 6.7;CU-003;SUSTITUCIÓN DE FILTRO DE AIRE PRIMARIO/SECUNDARIO;6;Media;;1/4/2025;Ejecutado;martes, 8 de abril de 2025;8/4/2025 00:00;SIN DATOS;1
EQP-0030;CLI-036;Taller 4 - Tolhuin; Tolhuin;Motor;Cummins;QSB 6.7;CU-003;SUSTITUCIÓN DE FILTRO DE AIRE PRIMARIO/SECUNDARIO;6;Media;;1/12/2023;Ejecutado;lunes, 4 de diciembre de 2023;4/12/2023;A. TORRES;1
EQP-0002;CLI-036;Sucursal 4 - Tolhuin; Tolhuin;Motor;Cummins;QSB 6.7;CU-003;SUSTITUCIÓN DE FILTRO DE AIRE PRIMARIO/SECUNDARIO;6;Media;;1/7/2022;Ejecutado;martes, 28 de junio de 2022;06-28-2022;L. GÓMEZ;1
EQP-0021;CLI-026;Obra 2 - Ushuaia; Ushuaia;Motor;Cummins;QSB 4.5;CU-003;SUSTITUCIÓN DE FILTRO DE AIRE PRIMARIO/SECUNDARIO;6;Media;;1/1/2024;Ejecutado;jueves, 28 de diciembre de 2023;28/12/2023 00:00;L. GÓMEZ;1
EQP-0043;CLI-030;Depósito 3 - Río Grande; Río Grande;Motor;Cummins;QSB 4.5;CU-003;SUSTITUCIÓN DE FILTRO DE AIRE PRIMARIO/SECUNDARIO;6;Media;;1/1/2022;Ejecutado;domingo, 2 de enero de 2022;2/1/2022 00:00;L. GÓMEZ;1
EQP-0056;CLI-011;Obra 2 - Tolhuin; Tolhuin;Motor;Cummins;QSB 6.7;CU-003;SUSTITUCIÓN DE FILTRO DE AIRE PRIMARIO/SECUNDARIO;6;Media;;1/11/2024;Ejecutado;domingo, 27 de octubre de 2024;27/10/2024 00:00;A. TORRES;1
EQP-0079;CLI-014;Taller 2 - Río Grande; Río Grande;Motor;Cummins;QSB 6.7;CU-003;SUSTITUCIÓN DE FILTRO DE AIRE PRIMARIO/SECUNDARIO;6;Media;;1/10/2024;Ejecutado;jueves, 26 de septiembre de 2024;26/9/2024 00:00;M. GÓMEZ;1
EQP-0028;CLI-026;Planta 5 - Tolhuin; Tolhuin;Motor;Cummins;QSB 4.5;CU-003;SUSTITUCIÓN DE FILTRO DE AIRE PRIMARIO/SECUNDARIO;6;Media;;1/11/2022;Ejecutado;sábado, 29 de octubre de 2022;29/10/2022 00:00;J. PÉREZ;1
EQP-0007;CLI-036;Taller 4 - Ushuaia; Ushuaia;Motor;Cummins;QSB 4.5;CU-003;SUSTITUCIÓN DE FILTRO DE AIRE PRIMARIO/SECUNDARIO;6;Media;;1/1/2024;Ejecutado;domingo, 31 de diciembre de 2023;31/12/2023 00:00;A. TORRES;1
EQP-0061;CLI-026;Planta 2 - Tolhuin; Tolhuin;Motor;Cummins;QSB 4.5;CU-003;SUSTITUCIÓN DE FILTRO DE AIRE PRIMARIO/SECUNDARIO;6;Media;;1/2/2024;Ejecutado;lunes, 29 de enero de 2024;01-29-2024;R. SOTO;1
EQP-0089;CLI-044;Taller 3 - Tolhuin; Tolhuin;Motor;Cummins;QSB 4.5;CU-003;SUSTITUCIÓN DE FILTRO DE AIRE PRIMARIO/SECUNDARIO;6;Media;;1/1/2025;Ejecutado;miércoles, 8 de enero de 2025;8/1/2025 00:00;SIN DATOS;1
EQP-0075;CLI-049;Oficina 2 - Río Grande; Río Grande;Motor;Cummins;QSB 4.5;CU-003;SUSTITUCIÓN DE FILTRO DE AIRE PRIMARIO/SECUNDARIO;6;Media;;1/7/2022;Ejecutado;viernes, 24 de junio de 2022;24/6/2022 00:00;A. TORRES;1
EQP-0089;CLI-044;Taller 3 - Tolhuin; Tolhuin;Motor;Cummins;QSB 4.5;CU-003;SUSTITUCIÓN DE FILTRO DE AIRE PRIMARIO/SECUNDARIO;6;Media;;1/1/2024;Ejecutado;martes, 26 de diciembre de 2023;12-26-2023;S. LÓPEZ;1
EQP-0075;CLI-049;Oficina 2 - Río Grande; Río Grande;Motor;Cummins;QSB 4.5;CU-003;SUSTITUCIÓN DE FILTRO DE AIRE PRIMARIO/SECUNDARIO;6;Media;;1/7/2024;Ejecutado;;2027-13-40;J. PÉREZ;1
EQP-0075;CLI-049;Oficina 2 - Tolhuin; Tolhuin;Motor;Cummins;QSB 4.5;CU-003;SUSTITUCIÓN DE FILTRO DE AIRE PRIMARIO/SECUNDARIO;6;Media;;1/1/2025;Ejecutado;martes, 7 de enero de 2025;7/1/2025;R. SOTO;1
EQP-0061;CLI-026;Planta 2 - Tolhuin; Tolhuin;Motor;Cummins;QSB 4.5;CU-003;SUSTITUCIÓN DE FILTRO DE AIRE PRIMARIO/SECUNDARIO;6;Media;;1/8/2025;Ejecutado;lunes, 4 de agosto de 2025;4/8/2025 00:00;R. SOTO;1
EQP-0043;CLI-030;Depósito 3 - Río Grande; Río Grande;Motor;Cummins;QSB 4.5;CU-003;SUSTITUCIÓN DE FILTRO DE AIRE PRIMARIO/SECUNDARIO;6;Media;;1/7/2022;Ejecutado;martes, 28 de junio de 2022;28/6/2022;M. RUIZ;1
EQP-0076;CLI-044;Taller 2 - Ushuaia; Ushuaia;Motor;Cummins;QSB 4.5;CU-003;SUSTITUCIÓN DE FILTRO DE AIRE PRIMARIO/SECUNDARIO;6;Media;;1/6/2024;Ejecutado;martes, 28 de mayo de 2024;1/1/1900;J. PÉREZ;1
EQP-0002;CLI-036;Sucursal 4 - Tolhuin; Tolhuin;Motor;Cummins;QSB 6.7;CU-003;SUSTITUCIÓN DE FILTRO DE AIRE PRIMARIO/SECUNDARIO;6;Media;;1/1/2022;Ejecutado;;2027-13-40;A. TORRES;1
EQP-0053;CLI-044;Oficina 2 - Ushuaia; Ushuaia;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-003;REVISIÓN DEL SISTEMA DE SEGURIDAD Y VÁLVULA DE REBOSE;3;Alta;;1/1/2023;Ejecutado;miércoles, 4 de enero de 2023;4/1/2023 00:00;J. PÉREZ;1
EQP-0078;CLI-005;Planta 3 - Tolhuin; Tolhuin;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-003;REVISIÓN DEL SISTEMA DE SEGURIDAD Y VÁLVULA DE REBOSE;3;Alta;;1/8/2024;Ejecutado;viernes, 26 de julio de 2024;26/7/2024 00:00;J. PÉREZ;1
EQP-0100;CLI-032;Planta 2 - Río Grande; Río Grande;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-003;REVISIÓN DEL SISTEMA DE SEGURIDAD Y VÁLVULA DE REBOSE;3;Alta;;1/1/2024;Ejecutado;lunes, 1 de enero de 2024;1/1/2024 00:00;J. PÉREZ;1
EQP-0064;CLI-038;Depósito 4 - Ushuaia; Ushuaia;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-003;REVISIÓN DEL SISTEMA DE SEGURIDAD Y VÁLVULA DE REBOSE;3;Alta;;1/7/2023;Ejecutado;domingo, 25 de junio de 2023;25/6/2023 00:00;A. TORRES;1
EQP-0051;CLI-044;Planta 2 - Ushuaia; Ushuaia;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-003;REVISIÓN DEL SISTEMA DE SEGURIDAD Y VÁLVULA DE REBOSE;3;Alta;;1/6/2025;Ejecutado;miércoles, 4 de junio de 2025;4/6/2025 00:00;R. SOTO;1
EQP-0078;CLI-005;Planta 3 - Río Grande; Río Grande;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-003;REVISIÓN DEL SISTEMA DE SEGURIDAD Y VÁLVULA DE REBOSE;3;Alta;;1/5/2025;Ejecutado;lunes, 5 de mayo de 2025;5/5/2025 00:00;A. TORRES;1
EQP-0064;CLI-038;Depósito 4 - Ushuaia; Ushuaia;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-003;REVISIÓN DEL SISTEMA DE SEGURIDAD Y VÁLVULA DE REBOSE;3;Alta;;1/4/2024;Ejecutado;lunes, 1 de abril de 2024;1/4/2024 00:00;M. GÓMEZ;1
EQP-0015;CLI-032;Planta 4 - Ushuaia; Ushuaia;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-003;REVISIÓN DEL SISTEMA DE SEGURIDAD Y VÁLVULA DE REBOSE;3;Alta;;1/2/2024;Ejecutado;martes, 30 de enero de 2024;30/1/2024;M. RUIZ;1
EQP-0026;CLI-026;Taller 4 - Ushuaia; Ushuaia;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-003;REVISIÓN DEL SISTEMA DE SEGURIDAD Y VÁLVULA DE REBOSE;3;Alta;;1/1/2025;Ejecutado;miércoles, 8 de enero de 2025;8/1/2025 00:00;M. RUIZ;1
EQP-0026;CLI-026;Taller 4 - Río Grande; Río Grande;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-003;REVISIÓN DEL SISTEMA DE SEGURIDAD Y VÁLVULA DE REBOSE;3;Alta;;1/10/2025;Ejecutado;miércoles, 1 de octubre de 2025;1/10/2025;J. PÉREZ;1
EQP-0031;CLI-049;Oficina 3 - Río Grande; Río Grande;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-003;REVISIÓN DEL SISTEMA DE SEGURIDAD Y VÁLVULA DE REBOSE;3;Alta;;1/3/2024;Ejecutado;viernes, 8 de marzo de 2024;8/3/2024 00:00;M. RUIZ;1
EQP-0053;CLI-044;Oficina 2 - Tolhuin; Tolhuin;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-003;REVISIÓN DEL SISTEMA DE SEGURIDAD Y VÁLVULA DE REBOSE;3;Alta;;1/4/2023;Ejecutado;;2027-13-40;A. TORRES;1
EQP-0078;CLI-005;Planta 3 - Río Grande; Río Grande;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-003;REVISIÓN DEL SISTEMA DE SEGURIDAD Y VÁLVULA DE REBOSE;3;Alta;;1/5/2024;Ejecutado;sábado, 2 de agosto de 2025;1/1/1900;SIN DATOS;1
EQP-0100;CLI-032;Planta 2 - Río Grande; Río Grande;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-003;REVISIÓN DEL SISTEMA DE SEGURIDAD Y VÁLVULA DE REBOSE;3;Alta;;1/4/2025;Ejecutado;martes, 1 de abril de 2025;1/4/2025 00:00;M. GÓMEZ;1
EQP-0015;CLI-032;Planta 4 - Río Grande; Río Grande;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-003;REVISIÓN DEL SISTEMA DE SEGURIDAD Y VÁLVULA DE REBOSE;3;Alta;;1/11/2024;Ejecutado;domingo, 3 de noviembre de 2024;3/11/2024 00:00;L. GÓMEZ;1
EQP-0015;CLI-032;Planta 4 - Río Grande; Río Grande;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-003;REVISIÓN DEL SISTEMA DE SEGURIDAD Y VÁLVULA DE REBOSE;3;Alta;;1/8/2023;Ejecutado;jueves, 3 de agosto de 2023;3/8/2023 00:00;SIN DATOS;1
EQP-0078;CLI-005;Planta 3 - Ushuaia; Ushuaia;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-003;REVISIÓN DEL SISTEMA DE SEGURIDAD Y VÁLVULA DE REBOSE;3;Alta;;1/11/2024;Ejecutado;lunes, 4 de noviembre de 2024;4/11/2024 00:00;R. SOTO;1
EQP-0053;CLI-044;Oficina 2 - Tolhuin; Tolhuin;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-003;REVISIÓN DEL SISTEMA DE SEGURIDAD Y VÁLVULA DE REBOSE;3;Alta;;1/4/2025;Ejecutado;jueves, 27 de marzo de 2025;27/3/2025 00:00;J. PÉREZ;1
EQP-0031;CLI-049;Oficina 3 - Río Grande; Río Grande;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-003;REVISIÓN DEL SISTEMA DE SEGURIDAD Y VÁLVULA DE REBOSE;3;Alta;;1/9/2025;Ejecutado;sábado, 30 de agosto de 2025;30/8/2025;R. SOTO;1
EQP-0064;CLI-038;Depósito 4 - Ushuaia; Ushuaia;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-003;REVISIÓN DEL SISTEMA DE SEGURIDAD Y VÁLVULA DE REBOSE;3;Alta;;1/10/2023;Ejecutado;lunes, 2 de octubre de 2023;2/10/2023 00:00;SIN DATOS;1
EQP-0053;CLI-044;Oficina 2 - Río Grande; Río Grande;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-003;REVISIÓN DEL SISTEMA DE SEGURIDAD Y VÁLVULA DE REBOSE;3;Alta;;1/1/2025;Ejecutado;miércoles, 25 de diciembre de 2024;25/12/2024 00:00;R. SOTO;1
EQP-0026;CLI-026;Taller 4 - Tolhuin; Tolhuin;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-003;REVISIÓN DEL SISTEMA DE SEGURIDAD Y VÁLVULA DE REBOSE;3;Alta;;1/4/2024;Ejecutado;domingo, 31 de marzo de 2024;31/3/2024 00:00;A. TORRES;1
EQP-0031;CLI-049;Oficina 3 - Río Grande; Río Grande;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-003;REVISIÓN DEL SISTEMA DE SEGURIDAD Y VÁLVULA DE REBOSE;3;Alta;;1/3/2025;Ejecutado;lunes, 24 de febrero de 2025;24/2/2025 00:00;M. GÓMEZ;1
EQP-0026;CLI-026;Taller 4 - Tolhuin; Tolhuin;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-003;REVISIÓN DEL SISTEMA DE SEGURIDAD Y VÁLVULA DE REBOSE;3;Alta;;1/7/2023;Ejecutado;domingo, 4 de mayo de 2025;1/1/1900;R. SOTO;1
EQP-0064;CLI-038;Depósito 4 - Ushuaia; Ushuaia;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-003;REVISIÓN DEL SISTEMA DE SEGURIDAD Y VÁLVULA DE REBOSE;3;Alta;;1/1/2024;Ejecutado;domingo, 7 de enero de 2024;7/1/2024;M. GÓMEZ;1
EQP-0064;CLI-038;Depósito 4 - Ushuaia; Ushuaia;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-003;REVISIÓN DEL SISTEMA DE SEGURIDAD Y VÁLVULA DE REBOSE;3;Alta;;1/10/2022;Ejecutado;sábado, 24 de septiembre de 2022;24/9/2022 00:00;L. GÓMEZ;1
EQP-0100;CLI-032;Planta 2 - Río Grande; Río Grande;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-003;REVISIÓN DEL SISTEMA DE SEGURIDAD Y VÁLVULA DE REBOSE;3;Alta;;1/1/2025;Ejecutado;miércoles, 1 de enero de 2025;1/1/2025 00:00;L. GÓMEZ;1
EQP-0100;CLI-032;Planta 2 - Río Grande; Río Grande;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-003;REVISIÓN DEL SISTEMA DE SEGURIDAD Y VÁLVULA DE REBOSE;3;Alta;;1/1/2024;Ejecutado;lunes, 1 de enero de 2024;1/1/2024 00:00;J. PÉREZ;1
EQP-0031;CLI-049;Oficina 3 - Río Grande; Río Grande;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-003;REVISIÓN DEL SISTEMA DE SEGURIDAD Y VÁLVULA DE REBOSE;3;Alta;;1/6/2025;Ejecutado;miércoles, 4 de junio de 2025;4/6/2025;A. TORRES;1
EQP-0053;CLI-044;Oficina 2 - Ushuaia; Ushuaia;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-003;REVISIÓN DEL SISTEMA DE SEGURIDAD Y VÁLVULA DE REBOSE;3;Alta;;1/10/2024;Ejecutado;jueves, 3 de octubre de 2024;3/10/2024 00:00;SIN DATOS;1
EQP-0031;CLI-049;Oficina 3 - Río Grande; Río Grande;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-003;REVISIÓN DEL SISTEMA DE SEGURIDAD Y VÁLVULA DE REBOSE;3;Alta;;1/6/2024;Ejecutado;jueves, 30 de mayo de 2024;30/5/2024 00:00;J. PÉREZ;1
EQP-0078;CLI-005;Planta 3 - Ushuaia; Ushuaia;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-003;REVISIÓN DEL SISTEMA DE SEGURIDAD Y VÁLVULA DE REBOSE;3;Alta;;;Ejecutado;sábado, 8 de febrero de 2025;8/2/2025 00:00;M. RUIZ;1
EQP-0064;CLI-038;Depósito 4 - Ushuaia; Ushuaia;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-003;REVISIÓN DEL SISTEMA DE SEGURIDAD Y VÁLVULA DE REBOSE;3;Alta;;1/7/2024;Ejecutado;sábado, 29 de junio de 2024;29/6/2024 00:00;SIN DATOS;1
EQP-0064;CLI-038;Depósito 4 - Ushuaia; Ushuaia;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-003;REVISIÓN DEL SISTEMA DE SEGURIDAD Y VÁLVULA DE REBOSE;3;Alta;;1/4/2025;Ejecutado;sábado, 29 de marzo de 2025;29/3/2025 00:00;R. SOTO;1
EQP-0064;CLI-038;Depósito 4 - Ushuaia; Ushuaia;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-003;REVISIÓN DEL SISTEMA DE SEGURIDAD Y VÁLVULA DE REBOSE;3;Alta;;1/1/2023;Ejecutado;domingo, 25 de diciembre de 2022;25/12/2022 00:00;SIN DATOS;1
EQP-0053;CLI-044;Oficina 2 - Río Grande; Río Grande;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-003;REVISIÓN DEL SISTEMA DE SEGURIDAD Y VÁLVULA DE REBOSE;3;Alta;;1/7/2024;Ejecutado;miércoles, 26 de junio de 2024;06-26-2024;J. PÉREZ;1
EQP-0064;CLI-038;Depósito 4 - Ushuaia; Ushuaia;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-003;REVISIÓN DEL SISTEMA DE SEGURIDAD Y VÁLVULA DE REBOSE;3;Alta;;1/10/2024;Ejecutado;miércoles, 10 de abril de 2024;1/1/1900;L. GÓMEZ;1
EQP-0078;CLI-005;Planta 3 - Ushuaia; Ushuaia;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-003;REVISIÓN DEL SISTEMA DE SEGURIDAD Y VÁLVULA DE REBOSE;3;Alta;;1/2/2024;Ejecutado;sábado, 27 de enero de 2024;27/1/2024 00:00;A. TORRES;1
EQP-0015;CLI-032;Planta 4 - Ushuaia; Ushuaia;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-003;REVISIÓN DEL SISTEMA DE SEGURIDAD Y VÁLVULA DE REBOSE;3;Alta;;1/8/2025;Ejecutado;domingo, 3 de agosto de 2025;3/8/2025 00:00;M. GÓMEZ;1
EQP-0064;CLI-038;Depósito 4 - Ushuaia; Ushuaia;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-003;REVISIÓN DEL SISTEMA DE SEGURIDAD Y VÁLVULA DE REBOSE;3;Alta;;1/1/2022;Ejecutado;viernes, 31 de diciembre de 2021;12-31-2021;A. TORRES;1
EQP-0026;CLI-026;Taller 4 - Ushuaia; Ushuaia;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-003;REVISIÓN DEL SISTEMA DE SEGURIDAD Y VÁLVULA DE REBOSE;3;Alta;;1/4/2025;Ejecutado;sábado, 5 de abril de 2025;5/4/2025 00:00;R. SOTO;1
EQP-0053;CLI-044;Oficina 2 - Ushuaia; Ushuaia;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-003;REVISIÓN DEL SISTEMA DE SEGURIDAD Y VÁLVULA DE REBOSE;3;Alta;;1/7/2023;Ejecutado;domingo, 25 de junio de 2023;06-25-2023;SIN DATOS;1
EQP-0053;CLI-044;Oficina 2 - Ushuaia; Ushuaia;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-003;REVISIÓN DEL SISTEMA DE SEGURIDAD Y VÁLVULA DE REBOSE;3;Alta;;1/1/2024;Ejecutado;jueves, 28 de diciembre de 2023;28/12/2023 00:00;J. PÉREZ;1
EQP-0031;CLI-049;Oficina 3 - Río Grande; Río Grande;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-003;REVISIÓN DEL SISTEMA DE SEGURIDAD Y VÁLVULA DE REBOSE;3;Alta;;1/9/2024;Ejecutado;martes, 27 de agosto de 2024;27/8/2024 00:00;SIN DATOS;1
EQP-0100;CLI-032;Planta 2 - Río Grande; Río Grande;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-003;REVISIÓN DEL SISTEMA DE SEGURIDAD Y VÁLVULA DE REBOSE;3;Alta;;1/7/2025;Ejecutado;sábado, 5 de julio de 2025;5/7/2025 00:00;R. SOTO;1
EQP-0100;CLI-032;Planta 2 - Río Grande; Río Grande;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-003;REVISIÓN DEL SISTEMA DE SEGURIDAD Y VÁLVULA DE REBOSE;3;Alta;;1/7/2024;Ejecutado;lunes, 8 de julio de 2024;8/7/2024 00:00;SIN DATOS;1
EQP-0064;CLI-038;Depósito 4 - Ushuaia; Ushuaia;Hidrolavadora;Karcher;HDS 12/18-4 S;KH-003;REVISIÓN DEL SISTEMA DE SEGURIDAD Y VÁLVULA DE REBOSE;3;Alta;;1/10/2022;Ejecutado;sábado, 24 de septiembre de 2022;24/9/2022 00:00;L. GÓMEZ;1
