inventario_id,cliente_id,cliente_nombre,tipo_equipo,marca,modelo,fecha_lectura,horometro_h,ubicacion
EQP-0093,CLI-030,Cliente 030,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-07-01T00:00:00Z,1820,Sucursal 4 - Ushuaia
EQP-0016,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-03-01T00:00:00Z,282,Oficina 5 - Tolhuin
EQP-0061,CLI-026,Cliente 026,Motor Cummins,Cummins,QSB 4.5,2025-08-01T00:00:00Z,1465,Planta 2 - Tolhuin
EQP-0042,CLI-048,Cliente 048,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-01-09T00:00:00Z,-90733,Oficina 1 - Ushuaia
EQP-0014,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-01-11T00:00:00Z,1286,Sucursal 4 - Tolhuin
EQP-0024,CLI-036,Cliente 036,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2023-03-01T00:00:00Z,121,Planta 5 - Tolhuin
EQP-0046,CLI-039,Cliente 039,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2023-05-01T00:00:00Z,684,Depósito 3 - Ushuaia
EQP-0082,CLI-001,Cliente 001,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-08-01T00:00:00Z,300,Planta 4 - Tolhuin
EQP-0015,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2025-04-01T00:00:00Z,692,Planta 4 - Tolhuin
EQP-0038,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-11-01T00:00:00Z,31,Taller 1 - Río Grande
EQP-0032,CLI-026,Cliente 026,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2022-06-01T00:00:00Z,15,Planta 3 - Río Grande
EQP-0097,CLI-044,Cliente 044,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2025-07-01T00:00:00Z,1925,Sucursal 5 - Tolhuin
EQP-0014,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-07-01T00:00:00Z,4686,Sucursal 4 - Tolhuin
EQP-0094,CLI-044,Cliente 044,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2022-03-01T00:00:00Z,455,Taller 2 - Tolhuin
EQP-0069,CLI-049,Cliente 049,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2025-01-06T00:00:00Z,1239,Depósito 5 - Ushuaia
EQP-0020,CLI-028,Cliente 028,Motor Cummins,Cummins,QSB 4.5,2024-10-01T00:00:00Z,77232,Taller 2 - Tolhuin
EQP-0004,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-04-01T00:00:00Z,1541,Planta 4 - Río Grande
EQP-0090,CLI-024,Cliente 024,Motor Cummins,Cummins,QSB 4.5,2025-02-01T00:00:00Z,1648,Sucursal 4 - Ushuaia
EQP-0062,CLI-044,Cliente 044,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),2022-12-01T00:00:00Z,200,Obra 1 - Tolhuin
EQP-0099,CLI-005,Cliente 005,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-09-01T00:00:00Z,3134,Depósito 4 - Tolhuin
EQP-0080,CLI-049,Cliente 049,Motor Cummins,Cummins,QSB 6.7,2023-02-01T00:00:00Z,1181,Depósito 3 - Ushuaia
EQP-0061,CLI-026,Cliente 026,Motor Cummins,Cummins,QSB 4.5,2024-03-01T00:00:00Z,175,Planta 2 - Río Grande
EQP-0032,CLI-026,Cliente 026,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2024-04-01T00:00:00Z,1738,Planta 3 - Río Grande
EQP-0093,CLI-030,Cliente 030,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-02-01T00:00:00Z,3633,Sucursal 4 - Río Grande
EQP-0028,CLI-026,Cliente 026,Motor Cummins,Cummins,QSB 4.5,2024-12-01T00:00:00Z,2042,Planta 5 - Río Grande
EQP-0053,CLI-044,Cliente 044,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2022-11-01T00:00:00Z,168,Oficina 2 - Tolhuin
EQP-0057,CLI-030,Cliente 030,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-01-03T00:00:00Z,2740,Planta 4 - Tolhuin
EQP-0065,CLI-038,Cliente 038,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),2023-05-01T00:00:00Z,691,Taller 4 - Río Grande
EQP-0064,CLI-038,Cliente 038,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2025-05-01T00:00:00Z,2243,Depósito 4 - Ushuaia
EQP-0002,CLI-036,Cliente 036,Motor Cummins,Cummins,QSB 6.7,2023-01-01T00:00:00Z,1155,Sucursal 4 - Tolhuin
EQP-0081,CLI-040,Cliente 040,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-06-01T00:00:00Z,183,Obra 5 - Tolhuin
EQP-0026,CLI-026,Cliente 026,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2025-03-01T00:00:00Z,848,Taller 4 - Río Grande
EQP-0035,CLI-026,Cliente 026,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),2024-10-01T00:00:00Z,157,Oficina 3 - Ushuaia
EQP-0100,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2025-09-01T00:00:00Z,2027,Planta 2 - Río Grande
EQP-0093,CLI-030,Cliente 030,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-07-01T00:00:00Z,711,Sucursal 4 - Río Grande
EQP-0014,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-11-01T00:00:00Z,2632,Sucursal 4 - Ushuaia
EQP-0057,CLI-030,Cliente 030,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-06-01T00:00:00Z,688,Planta 4 - Tolhuin
EQP-0042,CLI-048,Cliente 048,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-01-02T00:00:00Z,1910,Oficina 1 - Ushuaia
EQP-0055,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-03-01T00:00:00Z,73,Planta 1 - Tolhuin
EQP-0028,CLI-026,Cliente 026,Motor Cummins,Cummins,QSB 4.5,2024-01-09T00:00:00Z,189,Planta 5 - Ushuaia
EQP-0002,CLI-036,Cliente 036,Motor Cummins,Cummins,QSB 6.7,2023-09-01T00:00:00Z,1824,Sucursal 4 - Tolhuin
EQP-0099,CLI-005,Cliente 005,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-03-01T00:00:00Z,115654,Depósito 4 - Ushuaia
EQP-0081,CLI-040,Cliente 040,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-07-01T00:00:00Z,949,Obra 5 - Tolhuin
EQP-0016,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-12-01T00:00:00Z,861,Oficina 5 - Río Grande
EQP-0089,CLI-044,Cliente 044,Motor Cummins,Cummins,QSB 4.5,2022-08-01T00:00:00Z,425,Taller 3 - Tolhuin
EQP-0043,CLI-030,Cliente 030,Motor Cummins,Cummins,QSB 4.5,2022-04-01T00:00:00Z,328,Depósito 3 - Río Grande
EQP-0096,CLI-048,Cliente 048,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2024-12-01T00:00:00Z,360,Planta 5 - Río Grande
EQP-0064,CLI-038,Cliente 038,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2022-08-01T00:00:00Z,42984,Depósito 4 - Ushuaia
EQP-0064,CLI-038,Cliente 038,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2023-10-01T00:00:00Z,1267,Oficina 1 - Río Grande
EQP-0021,CLI-026,Cliente 026,Motor Cummins,Cummins,QSB 4.5,2025-09-01T00:00:00Z,3839,Obra 2 - Río Grande
EQP-0085,CLI-001,Cliente 001,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2023-01-08T00:00:00Z,2056,Depósito 3 - Tolhuin
EQP-0064,CLI-038,Cliente 038,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2022-02-01T00:00:00Z,145,Depósito 4 - Ushuaia
EQP-0064,CLI-038,Cliente 038,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2024-08-01T00:00:00Z,1768,Depósito 4 - Ushuaia
EQP-0096,CLI-048,Cliente 048,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2025-10-01T00:00:00Z,84486,Planta 5 - Tolhuin
EQP-0047,CLI-044,Cliente 044,Motor Cummins,Cummins,QSB 6.7,2025-10-01T00:00:00Z,785,Obra 5 - Río Grande
EQP-0015,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2024-02-01T00:00:00Z,222,Planta 4 - Tolhuin
EQP-0008,CLI-023,Cliente 023,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2022-12-01T00:00:00Z,1755,Taller 2 - Río Grande
EQP-0011,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-07-01T00:00:00Z,845,Obra 5 - Río Grande
EQP-0060,CLI-049,Cliente 049,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2022-07-01T00:00:00Z,37,Obra 3 - Río Grande
EQP-0044,CLI-017,Cliente 017,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-10-01T00:00:00Z,48547,Depósito 4 - Tolhuin
EQP-0028,CLI-026,Cliente 026,Motor Cummins,Cummins,QSB 4.5,2023-12-01T00:00:00Z,1344,Planta 5 - Tolhuin
EQP-0071,CLI-030,Cliente 030,Motor Cummins,Cummins,QSB 6.7,2025-07-01T00:00:00Z,937,Taller 5 - Tolhuin
EQP-0094,CLI-044,Cliente 044,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2022-12-01T00:00:00Z,172,Taller 2 - Ushuaia
EQP-0055,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-07-01T00:00:00Z,636,Planta 1 - Ushuaia
EQP-0062,CLI-044,Cliente 044,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),2023-12-01T00:00:00Z,1057,Obra 1 - Ushuaia
EQP-0029,CLI-013,Cliente 013,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2023-10-01T00:00:00Z,494,Depósito 5 - Ushuaia
EQP-0016,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-10-01T00:00:00Z,1122,Oficina 5 - Tolhuin
EQP-0087,CLI-038,Cliente 038,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-09-01T00:00:00Z,1606,Oficina 1 - Ushuaia
EQP-0054,CLI-033,Cliente 033,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-01-01T00:00:00Z,254,Oficina 4 - Ushuaia
EQP-0068,CLI-049,Cliente 049,Motor Cummins,Cummins,QSB 6.7,2022-09-01T00:00:00Z,30569,Oficina 3 - Tolhuin
EQP-0011,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-03-01T00:00:00Z,737,Obra 5 - Río Grande
EQP-0093,CLI-030,Cliente 030,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-05-01T00:00:00Z,2724,Sucursal 4 - Río Grande
EQP-0066,CLI-026,Cliente 026,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-04-01T00:00:00Z,35977,Obra 5 - Río Grande
EQP-0098,CLI-039,Cliente 039,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-06-01T00:00:00Z,885,Sucursal 3 - Ushuaia
EQP-0085,CLI-001,Cliente 001,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2025-01-01T00:00:00Z,3605,Depósito 3 - Río Grande
EQP-0026,CLI-026,Cliente 026,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2025-01-01T00:00:00Z,788,Taller 4 - Ushuaia
EQP-0002,CLI-036,Cliente 036,Motor Cummins,Cummins,QSB 6.7,2022-06-01T00:00:00Z,552,Sucursal 4 - Tolhuin
EQP-0031,CLI-049,Cliente 049,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2023-12-01T00:00:00Z,42105,Oficina 3 - Río Grande
EQP-0083,CLI-005,Cliente 005,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-01-08T00:00:00Z,582,Planta 5 - Ushuaia
EQP-0017,CLI-049,Cliente 049,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2023-12-01T00:00:00Z,169,Sucursal 2 - Ushuaia
EQP-0034,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-09-01T00:00:00Z,94,Obra 1 - Río Grande
EQP-0041,CLI-005,Cliente 005,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-03-01T00:00:00Z,295,Taller 2 - Tolhuin
EQP-0082,CLI-001,Cliente 001,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-01-03T00:00:00Z,1876,Planta 4 - Río Grande
EQP-0080,CLI-049,Cliente 049,Motor Cummins,Cummins,QSB 6.7,2022-11-01T00:00:00Z,885,Depósito 3 - Ushuaia
EQP-0018,CLI-026,Cliente 026,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-06-01T00:00:00Z,1235,Obra 3 - Río Grande
EQP-0078,CLI-005,Cliente 005,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2025-09-01T00:00:00Z,78,Planta 3 - Ushuaia
EQP-0015,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2025-10-01T00:00:00Z,877,Planta 4 - Río Grande
EQP-0075,CLI-049,Cliente 049,Motor Cummins,Cummins,QSB 4.5,2025-02-01T00:00:00Z,2720,Oficina 2 - Río Grande
EQP-0048,CLI-001,Cliente 001,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2025-02-01T00:00:00Z,225,Planta 3 - Ushuaia
EQP-0074,CLI-049,Cliente 049,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),2024-07-01T00:00:00Z,3814,Oficina 2 - Río Grande
EQP-0021,CLI-026,Cliente 026,Motor Cummins,Cummins,QSB 4.5,2024-02-01T00:00:00Z,49145,Obra 2 - Tolhuin
EQP-0096,CLI-048,Cliente 048,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2025-08-01T00:00:00Z,1089,Depósito 3 - Río Grande
EQP-0043,CLI-030,Cliente 030,Motor Cummins,Cummins,QSB 4.5,2024-09-01T00:00:00Z,3302,Depósito 3 - Río Grande
EQP-0067,CLI-005,Cliente 005,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2022-08-01T00:00:00Z,-81606,Taller 4 - Tolhuin
EQP-0073,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-02-01T00:00:00Z,393,Obra 4 - Río Grande
EQP-0050,CLI-024,Cliente 024,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),2025-09-01T00:00:00Z,2928,Taller 5 - Ushuaia
EQP-0037,CLI-032,Cliente 032,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),2022-09-01T00:00:00Z,773,Obra 3 - Río Grande
EQP-0037,CLI-032,Cliente 032,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),2024-08-01T00:00:00Z,2946,Obra 3 - Río Grande
EQP-0053,CLI-044,Cliente 044,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2023-03-01T00:00:00Z,289,Oficina 2 - Río Grande
EQP-0090,CLI-024,Cliente 024,Motor Cummins,Cummins,QSB 4.5,2024-05-01T00:00:00Z,94,Depósito 1 - Ushuaia
EQP-0066,CLI-026,Cliente 026,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-02-01T00:00:00Z,208,Obra 5 - Tolhuin
EQP-0038,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-12-01T00:00:00Z,1483,Taller 1 - Río Grande
EQP-0046,CLI-039,Cliente 039,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2022-12-01T00:00:00Z,338,Depósito 3 - Ushuaia
EQP-0049,CLI-036,Cliente 036,Motor Cummins,Cummins,QSB 6.7,2025-01-01T00:00:00Z,590,Sucursal 5 - Río Grande
EQP-0041,CLI-005,Cliente 005,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-07-01T00:00:00Z,4608,Taller 2 - Tolhuin
EQP-0098,CLI-039,Cliente 039,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-03-01T00:00:00Z,1212,Sucursal 3 - Ushuaia
EQP-0034,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-07-01T00:00:00Z,3493,Obra 1 - Río Grande
EQP-0032,CLI-026,Cliente 026,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2024-11-01T00:00:00Z,2195,Planta 3 - Ushuaia
EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-01-11T00:00:00Z,1006,Sucursal 3 - Río Grande
EQP-0001,CLI-025,Cliente 025,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-12-01T00:00:00Z,560,Sucursal 3 - Río Grande
EQP-0012,CLI-030,Cliente 030,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-01-05T00:00:00Z,4156,Depósito 2 - Tolhuin
EQP-0018,CLI-026,Cliente 026,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-05-01T00:00:00Z,2140,Obra 3 - Tolhuin
EQP-0011,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-07-01T00:00:00Z,200,Obra 5 - Río Grande
EQP-0004,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-10-01T00:00:00Z,1959,Planta 4 - Ushuaia
EQP-0034,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-06-01T00:00:00Z,98528,Obra 1 - Río Grande
EQP-0006,CLI-036,Cliente 036,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-07-01T00:00:00Z,418,Sucursal 1 - Ushuaia
EQP-0046,CLI-039,Cliente 039,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2024-01-12T00:00:00Z,1815,Depósito 3 - Ushuaia
EQP-0073,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-07-01T00:00:00Z,545,Obra 4 - Río Grande
EQP-0020,CLI-028,Cliente 028,Motor Cummins,Cummins,QSB 4.5,2025-07-01T00:00:00Z,1641,Depósito 3 - Ushuaia
EQP-0019,CLI-036,Cliente 036,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),2023-10-01T00:00:00Z,298,Planta 1 - Tolhuin
EQP-0084,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-01-01T00:00:00Z,3705,Oficina 3 - Río Grande
EQP-0073,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-01-01T00:00:00Z,352,Obra 4 - Río Grande
EQP-0050,CLI-024,Cliente 024,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),2025-08-01T00:00:00Z,-70686,Taller 5 - Tolhuin
EQP-0041,CLI-005,Cliente 005,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-09-01T00:00:00Z,2256,Taller 2 - Río Grande
EQP-0008,CLI-023,Cliente 023,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2024-09-01T00:00:00Z,4852,Sucursal 4 - Río Grande
EQP-0077,CLI-044,Cliente 044,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),2025-07-01T00:00:00Z,2985,Planta 3 - Ushuaia
EQP-0085,CLI-001,Cliente 001,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2022-07-01T00:00:00Z,678,Depósito 3 - Tolhuin
EQP-0061,CLI-026,Cliente 026,Motor Cummins,Cummins,QSB 4.5,2024-05-01T00:00:00Z,304,Planta 2 - Río Grande
EQP-0009,CLI-009,Cliente 009,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),2024-11-01T00:00:00Z,2418,Oficina 5 - Río Grande
EQP-0041,CLI-005,Cliente 005,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-01-01T00:00:00Z,139,Taller 2 - Ushuaia
EQP-0019,CLI-036,Cliente 036,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),2025-07-01T00:00:00Z,1773,Planta 1 - Tolhuin
EQP-0008,CLI-023,Cliente 023,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2024-11-01T00:00:00Z,5102,Sucursal 4 - Río Grande
EQP-0002,CLI-036,Cliente 036,Motor Cummins,Cummins,QSB 6.7,2023-05-01T00:00:00Z,1481,Sucursal 4 - Tolhuin
EQP-0087,CLI-038,Cliente 038,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-07-01T00:00:00Z,597,Oficina 1 - Río Grande
EQP-0009,CLI-009,Cliente 009,Generador Generac Guardian,Generac,Guardian 10 kVA (50Hz),2025-04-01T00:00:00Z,2728,Oficina 5 - Tolhuin
EQP-0083,CLI-005,Cliente 005,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-09-01T00:00:00Z,56067,Planta 5 - Tolhuin
EQP-0022,CLI-004,Cliente 004,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-05-01T00:00:00Z,792,Planta 4 - Río Grande
EQP-0018,CLI-026,Cliente 026,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-09-01T00:00:00Z,1479,Oficina 2 - Río Grande
EQP-0058,CLI-008,Cliente 008,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-04-01T00:00:00Z,1333,Oficina 5 - Río Grande
EQP-0092,CLI-026,Cliente 026,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),2023-05-01T00:00:00Z,294,Planta 2 - Tolhuin
EQP-0005,CLI-001,Cliente 001,Motor Cummins,Cummins,QSB 6.7,2025-01-01T00:00:00Z,384,Oficina 2 - Tolhuin
EQP-0093,CLI-030,Cliente 030,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-11-01T00:00:00Z,2198,Sucursal 4 - Río Grande
EQP-0007,CLI-036,Cliente 036,Motor Cummins,Cummins,QSB 4.5,2025-02-01T00:00:00Z,3163,Taller 4 - Río Grande
EQP-0067,CLI-005,Cliente 005,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2025-09-01T00:00:00Z,4205,Sucursal 3 - Río Grande
EQP-0061,CLI-026,Cliente 026,Motor Cummins,Cummins,QSB 4.5,2025-05-01T00:00:00Z,53379,Oficina 1 - Ushuaia
EQP-0017,CLI-049,Cliente 049,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2025-08-01T00:00:00Z,1481,Sucursal 2 - Ushuaia
EQP-0041,CLI-005,Cliente 005,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-01-04T00:00:00Z,4314,Taller 2 - Río Grande
EQP-0060,CLI-049,Cliente 049,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2024-01-10T00:00:00Z,1479,Obra 3 - Río Grande
EQP-0033,CLI-044,Cliente 044,Generador Generac Guardian,Generac,Guardian 8 kVA (50Hz),2022-01-04T00:00:00Z,8,Taller 5 - Ushuaia
EQP-0027,CLI-049,Cliente 049,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-01-01T00:00:00Z,1895,Depósito 5 - Tolhuin
EQP-0015,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2025-08-01T00:00:00Z,798,Planta 4 - Río Grande
EQP-0014,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2025-05-01T00:00:00Z,4506,Sucursal 4 - Río Grande
EQP-0086,CLI-014,Cliente 014,Motor Cummins,Cummins,QSB 6.7,2025-07-01T00:00:00Z,712,Planta 4 - Río Grande
EQP-0097,CLI-044,Cliente 044,Hidrolavadora Karcher,Kärcher,HDS 9/18-4 M,2023-01-11T00:00:00Z,341,Sucursal 5 - Tolhuin
EQP-0003,CLI-048,Cliente 048,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-01-08T00:00:00Z,1931,Taller 3 - Río Grande
EQP-0038,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-08-01T00:00:00Z,205,Taller 1 - Río Grande
EQP-0100,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2024-12-01T00:00:00Z,1231,Planta 2 - Río Grande
EQP-0028,CLI-026,Cliente 026,Motor Cummins,Cummins,QSB 4.5,2024-05-01T00:00:00Z,1666,Planta 5 - Ushuaia
EQP-0038,CLI-044,Cliente 044,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-07-01T00:00:00Z,634,Taller 1 - Río Grande
EQP-0057,CLI-030,Cliente 030,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-02-01T00:00:00Z,71000,Planta 4 - Tolhuin
EQP-0028,CLI-026,Cliente 026,Motor Cummins,Cummins,QSB 4.5,2022-12-01T00:00:00Z,596,Planta 5 - Ushuaia
EQP-0063,CLI-048,Cliente 048,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2022-02-01T00:00:00Z,165,Taller 5 - Ushuaia
EQP-0015,CLI-032,Cliente 032,Hidrolavadora Karcher,Kärcher,HDS 12/18-4 S,2025-02-01T00:00:00Z,615,Planta 4 - Ushuaia
EQP-0057,CLI-030,Cliente 030,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2023-09-01T00:00:00Z,2163,Planta 4 - Tolhuin
EQP-0089,CLI-044,Cliente 044,Motor Cummins,Cummins,QSB 4.5,2025-05-01T00:00:00Z,2339,Taller 3 - Tolhuin
EQP-0090,CLI-024,Cliente 024,Motor Cummins,Cummins,QSB 4.5,2023-09-01T00:00:00Z,434,Sucursal 4 - Río Grande
EQP-0089,CLI-044,Cliente 044,Motor Cummins,Cummins,QSB 4.5,2025-09-01T00:00:00Z,2596,Taller 3 - Tolhuin
EQP-0047,CLI-044,Cliente 044,Motor Cummins,Cummins,QSB 6.7,2025-06-01T00:00:00Z,489,Obra 5 - Río Grande
EQP-0019,CLI-036,Cliente 036,Generador Generac Guardian,Generac,Guardian 13 kVA (50Hz),2024-05-01T00:00:00Z,854,Depósito 5 - Ushuaia
EQP-0093,CLI-030,Cliente 030,Soldadora Lincoln Ranger,Lincoln Electric,Ranger 305D,2024-07-01T00:00:00Z,2856,Sucursal 4 - Ushuaia
EQP-0020,CLI-028,Cliente 028,Motor Cummins,Cummins,QSB 4.5,2022-05-01T00:00:00Z,237,Depósito 3 - Tolhuin
EQP-0068,CLI-049,Cliente 049,Motor Cummins,Cummins,QSB 6.7,2023-06-01T00:00:00Z,1625,Oficina 3 - Río Grande
